customer_id,customer_name,region,city,join_date,age,gender,total_lifetime_value
1452,Customer_1452,North,Mumbai,2022-06-19,23,Female,18357.58
1453,Customer_1453,West,Delhi,2023-11-29,38,Male,13528.59
1454,Customer_1454,East,Mumbai,2022-02-26,24,Female,18429.65
1455,Customer_1455,North,Delhi,2022-08-28,60,Female,9199.94
1456,Customer_1456,North,Delhi,2022-12-24,58,Male,18764.23
1457,Customer_1457,South,Delhi,2022-07-20,33,Female,9527.72
1458,Customer_1458,West,Mumbai,2023-03-20,22,Male,4482.97
1459,Customer_1459,South,Bangalore,2022-10-29,32,Male,3452.17
1460,Customer_1460,East,Mumbai,2022-04-16,38,Female,19879.33
1461,Customer_1461,North,Bangalore,2022-04-11,21,Female,7010.32
1462,Customer_1462,North,Bangalore,2022-04-07,22,Female,3621.03
1463,Customer_1463,North,Delhi,2023-10-27,24,Female,663.96
1464,Customer_1464,East,Mumbai,2022-01-29,52,Male,6068.61
1465,Customer_1465,East,Bangalore,2023-05-21,53,Male,17837.76
1466,Customer_1466,South,Hyderabad,2023-10-27,32,Female,10913.18
1467,Customer_1467,South,Bangalore,2023-03-14,45,Male,12832.48
1468,Customer_1468,South,Hyderabad,2023-01-14,19,Female,18486.63
1469,Customer_1469,West,Mumbai,2022-03-14,22,Male,10500.38
1470,Customer_1470,North,Mumbai,2022-09-11,24,Female,16846.46
1471,Customer_1471,North,Mumbai,2023-05-31,39,Female,6814.75
1472,Customer_1472,South,Bangalore,2023-07-04,48,Male,19553.49
1473,Customer_1473,North,Chennai,2022-01-20,49,Female,2036.87
1474,Customer_1474,South,Bangalore,2023-09-17,25,Male,14634.18
1475,Customer_1475,West,Bangalore,2023-06-19,58,Female,13381.04
1476,Customer_1476,West,Delhi,2023-02-25,59,Male,4237.59
1477,Customer_1477,East,Delhi,2023-03-22,28,Male,8082.46
1478,Customer_1478,West,Bangalore,2022-05-16,18,Male,6600.17
1479,Customer_1479,South,Hyderabad,2023-05-20,64,Male,2342.61
1480,Customer_1480,West,Delhi,2022-10-28,57,Female,11903.37
1481,Customer_1481,East,Bangalore,2023-09-01,36,Female,19876.56
1482,Customer_1482,North,Chennai,2022-02-02,61,Female,11411.97
1483,Customer_1483,South,Hyderabad,2023-10-09,55,Male,11132.57
1484,Customer_1484,North,Mumbai,2022-10-05,59,Female,1286.12
1485,Customer_1485,East,Bangalore,2022-05-13,54,Female,3214.79
1486,Customer_1486,East,Bangalore,2023-06-11,24,Female,10507.77
1487,Customer_1487,East,Hyderabad,2022-05-06,56,Female,19710.98
1488,Customer_1488,North,Delhi,2022-12-11,42,Male,17593.85
1489,Customer_1489,North,Delhi,2022-01-17,39,Female,7134.08
1490,Customer_1490,North,Delhi,2023-07-16,44,Female,11088.58
1491,Customer_1491,North,Mumbai,2023-10-09,58,Male,11277.69
1492,Customer_1492,East,Hyderabad,2023-09-22,64,Female,13864.53
1493,Customer_1493,East,Hyderabad,2023-01-13,55,Male,13911.75
1494,Customer_1494,South,Delhi,2022-03-01,56,Female,15900.95
1495,Customer_1495,South,Delhi,2023-09-29,32,Male,986.93
1496,Customer_1496,North,Chennai,2023-04-12,19,Male,18901.76
1497,Customer_1497,West,Chennai,2023-09-20,25,Female,1866.21
1498,Customer_1498,West,Bangalore,2023-01-26,61,Female,9785.12
1499,Customer_1499,East,Bangalore,2023-11-16,60,Female,18431.8
1500,Customer_1500,East,Hyderabad,2022-07-06,23,Female,10009.54
1501,Customer_1501,East,Hyderabad,2023-05-13,37,Female,1740.92
1502,Customer_1502,South,Mumbai,2023-08-23,44,Female,4970.18
1503,Customer_1503,South,Mumbai,2023-12-16,62,Male,11784.0
1504,Customer_1504,East,Chennai,2022-12-27,40,Male,2213.3
1505,Customer_1505,East,Bangalore,2023-03-25,57,Male,8761.72
1506,Customer_1506,East,Chennai,2023-11-25,34,Male,6917.32
1507,Customer_1507,West,Chennai,2023-11-11,30,Female,16396.55
1508,Customer_1508,South,Bangalore,2022-06-30,21,Male,2647.57
1509,Customer_1509,West,Mumbai,2022-05-10,37,Male,13814.57
1510,Customer_1510,West,Bangalore,2022-05-29,59,Male,8428.49
1511,Customer_1511,East,Delhi,2023-04-17,42,Female,11961.14
1512,Customer_1512,East,Delhi,2023-12-22,39,Female,4507.87
1513,Customer_1513,North,Delhi,2023-09-15,34,Female,12389.22
1514,Customer_1514,North,Hyderabad,2023-05-15,57,Male,13642.57
1515,Customer_1515,West,Mumbai,2023-10-11,28,Female,1869.52
1516,Customer_1516,South,Mumbai,2022-12-21,42,Male,16574.71
1517,Customer_1517,East,Hyderabad,2022-07-30,22,Male,17294.46
1518,Customer_1518,East,Chennai,2023-10-20,38,Male,1739.3
1519,Customer_1519,West,Delhi,2023-08-19,43,Female,12262.16
1520,Customer_1520,North,Delhi,2022-01-30,33,Female,12083.22
1521,Customer_1521,South,Chennai,2023-07-31,57,Female,742.94
1522,Customer_1522,North,Bangalore,2022-01-24,38,Male,7175.76
1523,Customer_1523,North,Bangalore,2023-12-24,49,Female,19394.05
1524,Customer_1524,North,Mumbai,2022-08-10,21,Female,11331.29
1525,Customer_1525,North,Hyderabad,2023-08-25,55,Female,18697.63
1526,Customer_1526,East,Mumbai,2023-09-10,25,Male,13675.07
1527,Customer_1527,East,Bangalore,2023-11-15,26,Male,1053.62
1528,Customer_1528,North,Chennai,2023-08-12,62,Male,2015.41
1529,Customer_1529,South,Mumbai,2023-08-03,34,Male,14582.49
1530,Customer_1530,West,Delhi,2023-02-05,58,Female,11314.07
1531,Customer_1531,South,Delhi,2023-08-27,30,Female,2979.46
1532,Customer_1532,South,Chennai,2023-05-27,26,Male,12474.22
1533,Customer_1533,South,Bangalore,2022-03-29,23,Female,16300.6
1534,Customer_1534,North,Delhi,2023-04-10,44,Male,15183.16
1535,Customer_1535,East,Delhi,2022-02-19,59,Female,5300.17
1536,Customer_1536,South,Hyderabad,2022-04-13,54,Female,5534.8
1537,Customer_1537,North,Mumbai,2023-01-03,56,Female,19372.84
1538,Customer_1538,South,Bangalore,2023-05-07,60,Male,17804.39
1539,Customer_1539,South,Mumbai,2023-07-12,41,Female,6707.58
1540,Customer_1540,North,Bangalore,2023-11-22,26,Female,16569.06
1541,Customer_1541,East,Delhi,2022-09-25,59,Female,3653.9
1542,Customer_1542,East,Hyderabad,2023-02-01,28,Female,4338.4
1543,Customer_1543,West,Mumbai,2022-11-16,52,Male,4033.32
1544,Customer_1544,North,Delhi,2023-06-04,46,Male,2210.56
1545,Customer_1545,West,Bangalore,2023-03-25,25,Male,17166.22
1546,Customer_1546,West,Mumbai,2023-04-21,34,Female,11786.73
1547,Customer_1547,West,Mumbai,2023-08-13,24,Female,5549.64
1548,Customer_1548,East,Delhi,2022-08-28,29,Female,17048.77
1549,Customer_1549,North,Mumbai,2022-09-15,32,Male,16151.61
1550,Customer_1550,West,Hyderabad,2023-12-09,46,Male,2468.55
1551,Customer_1551,North,Hyderabad,2023-10-05,62,Female,13060.72
1552,Customer_1552,North,Delhi,2023-01-25,41,Male,14575.76
1553,Customer_1553,East,Bangalore,2022-12-09,54,Male,14458.63
1554,Customer_1554,West,Delhi,2023-01-22,31,Female,14601.28
1555,Customer_1555,West,Hyderabad,2023-01-29,28,Male,3804.43
1556,Customer_1556,North,Chennai,2023-11-14,52,Female,6644.19
1557,Customer_1557,South,Chennai,2023-10-21,34,Male,16961.48
1558,Customer_1558,East,Mumbai,2022-09-27,44,Male,18018.64
1559,Customer_1559,East,Mumbai,2022-05-29,61,Male,5944.18
1560,Customer_1560,East,Chennai,2023-01-15,20,Male,948.88
1561,Customer_1561,East,Hyderabad,2022-01-28,19,Female,17265.46
1562,Customer_1562,West,Mumbai,2022-05-29,21,Female,7853.29
1563,Customer_1563,West,Delhi,2023-02-24,35,Male,6924.54
1564,Customer_1564,South,Delhi,2022-10-07,37,Female,7266.49
1565,Customer_1565,East,Hyderabad,2022-07-01,38,Male,8606.08
1566,Customer_1566,East,Mumbai,2022-06-15,31,Female,7876.2
1567,Customer_1567,North,Delhi,2022-01-17,25,Male,11545.4
1568,Customer_1568,West,Mumbai,2022-05-30,19,Female,2039.34
1569,Customer_1569,East,Mumbai,2022-12-05,43,Male,19445.03
1570,Customer_1570,South,Delhi,2022-02-14,36,Male,18760.8
1571,Customer_1571,South,Chennai,2023-05-17,59,Female,18720.93
1572,Customer_1572,West,Delhi,2022-07-08,45,Male,17645.91
1573,Customer_1573,South,Hyderabad,2023-10-13,46,Male,13376.36
1574,Customer_1574,South,Bangalore,2022-03-02,22,Male,4811.62
1575,Customer_1575,West,Delhi,2022-10-21,60,Male,1464.93
1576,Customer_1576,East,Mumbai,2022-02-02,45,Female,2436.76
1577,Customer_1577,East,Mumbai,2022-10-26,58,Female,6817.85
1578,Customer_1578,South,Delhi,2023-02-19,43,Male,10325.72
1579,Customer_1579,South,Bangalore,2023-09-16,22,Male,19868.43
1580,Customer_1580,East,Delhi,2023-07-03,32,Female,8991.15
1581,Customer_1581,West,Bangalore,2023-03-07,63,Female,10730.6
1582,Customer_1582,South,Bangalore,2023-05-10,26,Male,14055.57
1583,Customer_1583,North,Hyderabad,2022-04-10,49,Male,4024.31
1584,Customer_1584,West,Mumbai,2022-01-23,43,Female,18690.13
1585,Customer_1585,South,Mumbai,2023-02-24,54,Male,10816.17
1586,Customer_1586,South,Bangalore,2023-02-28,32,Female,5887.0
1587,Customer_1587,North,Mumbai,2023-05-02,58,Female,18734.63
1588,Customer_1588,North,Chennai,2023-12-31,21,Female,12696.29
1589,Customer_1589,East,Bangalore,2022-03-30,53,Male,9931.95
1590,Customer_1590,West,Mumbai,2022-07-28,37,Female,11813.04
1591,Customer_1591,West,Chennai,2022-09-28,44,Female,15091.89
1592,Customer_1592,East,Hyderabad,2023-02-10,38,Male,3513.49
1593,Customer_1593,West,Mumbai,2023-12-22,39,Female,17364.19
1594,Customer_1594,West,Chennai,2022-10-05,24,Female,19210.38
1595,Customer_1595,West,Delhi,2022-07-25,64,Female,11556.49
1596,Customer_1596,West,Delhi,2023-08-13,48,Female,13804.28
1597,Customer_1597,West,Chennai,2022-11-24,34,Female,17266.75
1598,Customer_1598,North,Bangalore,2023-09-02,24,Female,7808.81
1599,Customer_1599,West,Bangalore,2022-12-02,36,Male,19860.22
1600,Customer_1600,North,Mumbai,2023-08-29,45,Male,13769.78
1601,Customer_1601,West,Delhi,2023-08-15,27,Male,8767.97
1602,Customer_1602,East,Bangalore,2022-02-07,44,Female,13708.09
1603,Customer_1603,South,Bangalore,2022-08-16,30,Female,10672.76
1604,Customer_1604,North,Delhi,2023-04-28,19,Female,2677.01
1605,Customer_1605,West,Hyderabad,2022-05-14,39,Male,16019.37
1606,Customer_1606,East,Bangalore,2023-12-09,37,Male,11505.32
1607,Customer_1607,South,Chennai,2023-01-25,60,Female,16018.99
1608,Customer_1608,North,Mumbai,2023-09-05,22,Male,3520.78
1609,Customer_1609,South,Bangalore,2023-03-01,23,Male,10997.96
1610,Customer_1610,East,Bangalore,2023-08-10,52,Female,15449.17
1611,Customer_1611,North,Hyderabad,2023-05-25,18,Male,19771.94
1612,Customer_1612,South,Chennai,2023-12-21,52,Male,17745.75
1613,Customer_1613,West,Mumbai,2023-08-18,20,Male,17354.82
1614,Customer_1614,North,Bangalore,2023-03-03,53,Male,5325.47
1615,Customer_1615,South,Mumbai,2023-10-17,24,Female,16840.7
1616,Customer_1616,East,Delhi,2023-04-19,46,Female,3800.98
1617,Customer_1617,East,Bangalore,2023-07-22,32,Male,4363.1
1618,Customer_1618,North,Bangalore,2022-12-27,28,Male,2647.28
1619,Customer_1619,South,Delhi,2022-07-30,35,Male,17223.13
1620,Customer_1620,North,Hyderabad,2022-06-28,61,Male,2610.96
1621,Customer_1621,North,Bangalore,2022-02-27,21,Female,3193.17
1622,Customer_1622,South,Mumbai,2022-03-14,41,Female,5294.8
1623,Customer_1623,South,Chennai,2022-08-03,28,Male,11666.92
1624,Customer_1624,West,Mumbai,2022-03-14,23,Male,17663.51
1625,Customer_1625,South,Hyderabad,2023-04-12,35,Male,8655.45
1626,Customer_1626,East,Chennai,2022-09-28,32,Male,11152.58
1627,Customer_1627,North,Mumbai,2023-05-14,20,Female,3746.54
1628,Customer_1628,North,Mumbai,2022-12-20,34,Male,5685.94
1629,Customer_1629,East,Delhi,2022-08-22,50,Male,3111.55
1630,Customer_1630,South,Hyderabad,2022-11-15,51,Female,8493.42
1631,Customer_1631,East,Delhi,2022-01-19,47,Male,12011.55
1632,Customer_1632,East,Chennai,2023-09-17,36,Female,6038.38
1633,Customer_1633,West,Delhi,2023-07-29,26,Female,16996.92
1634,Customer_1634,East,Hyderabad,2023-01-07,57,Male,19634.15
1635,Customer_1635,North,Bangalore,2022-07-03,61,Female,2843.02
1636,Customer_1636,East,Bangalore,2022-10-04,48,Male,848.27
1637,Customer_1637,North,Chennai,2023-11-05,44,Male,15900.65
1638,Customer_1638,North,Bangalore,2022-05-25,64,Female,4217.53
1639,Customer_1639,North,Delhi,2023-10-20,42,Female,7386.36
1640,Customer_1640,South,Chennai,2022-03-22,24,Female,8187.51
1641,Customer_1641,West,Hyderabad,2022-11-18,24,Male,18373.69
1642,Customer_1642,North,Chennai,2023-03-11,37,Male,13347.35
1643,Customer_1643,North,Chennai,2022-02-12,61,Male,1291.89
1644,Customer_1644,South,Mumbai,2022-11-09,60,Male,788.8
1645,Customer_1645,North,Mumbai,2022-10-20,53,Male,4391.58
1646,Customer_1646,East,Chennai,2023-11-19,36,Female,6704.35
1647,Customer_1647,East,Bangalore,2022-03-10,19,Female,9948.21
1648,Customer_1648,West,Mumbai,2022-02-25,51,Female,16837.87
1649,Customer_1649,North,Hyderabad,2023-09-23,34,Male,6638.95
1650,Customer_1650,South,Delhi,2022-07-23,41,Male,7842.48
1651,Customer_1651,East,Mumbai,2023-02-24,26,Male,6922.09
1652,Customer_1652,South,Chennai,2023-07-21,18,Male,674.82
1653,Customer_1653,South,Bangalore,2023-07-04,59,Male,19126.43
1654,Customer_1654,East,Delhi,2022-08-31,45,Female,3210.42
1655,Customer_1655,South,Mumbai,2022-07-20,32,Male,6109.52
1656,Customer_1656,East,Bangalore,2023-04-19,38,Female,3021.41
1657,Customer_1657,South,Bangalore,2023-06-11,32,Male,10065.59
1658,Customer_1658,East,Bangalore,2023-10-18,40,Female,18677.24
1659,Customer_1659,North,Chennai,2022-03-18,19,Male,2463.66
1660,Customer_1660,West,Hyderabad,2023-04-23,63,Male,9097.49
1661,Customer_1661,East,Bangalore,2023-03-16,53,Female,936.31
1662,Customer_1662,East,Delhi,2022-09-20,26,Male,15532.52
1663,Customer_1663,West,Mumbai,2022-07-04,19,Male,13003.91
1664,Customer_1664,East,Delhi,2022-02-24,19,Male,14144.12
1665,Customer_1665,East,Chennai,2022-11-04,35,Female,9710.56
1666,Customer_1666,South,Chennai,2023-05-31,34,Female,18198.84
1667,Customer_1667,West,Delhi,2022-10-26,58,Male,8486.37
1668,Customer_1668,North,Hyderabad,2023-07-06,25,Female,10524.66
1669,Customer_1669,East,Chennai,2022-08-18,51,Female,14058.14
1670,Customer_1670,West,Chennai,2023-01-12,51,Female,10650.93
1671,Customer_1671,South,Delhi,2022-10-13,22,Female,4192.05
1672,Customer_1672,North,Chennai,2022-05-18,61,Female,6682.88
1673,Customer_1673,West,Hyderabad,2023-04-23,46,Male,2299.74
1674,Customer_1674,North,Hyderabad,2023-09-07,45,Male,8935.96
1675,Customer_1675,North,Hyderabad,2022-01-07,33,Male,12383.15
1676,Customer_1676,North,Mumbai,2023-11-07,31,Female,2811.33
1677,Customer_1677,East,Hyderabad,2023-02-23,19,Female,12796.45
1678,Customer_1678,East,Hyderabad,2023-04-17,57,Female,17911.01
1679,Customer_1679,South,Mumbai,2023-02-24,21,Male,7085.61
1680,Customer_1680,South,Bangalore,2022-10-03,58,Male,4829.65
1681,Customer_1681,West,Chennai,2023-07-15,48,Male,17913.62
1682,Customer_1682,South,Hyderabad,2023-08-31,43,Male,13992.93
1683,Customer_1683,North,Chennai,2023-07-25,44,Male,2555.2
1684,Customer_1684,North,Delhi,2023-11-20,51,Male,8458.18
1685,Customer_1685,East,Chennai,2022-03-31,48,Male,13644.75
1686,Customer_1686,North,Mumbai,2022-10-09,28,Male,11700.49
1687,Customer_1687,West,Chennai,2023-07-02,25,Female,12561.67
1688,Customer_1688,North,Chennai,2022-06-20,29,Female,11559.14
1689,Customer_1689,North,Chennai,2023-09-30,52,Female,16062.2
1690,Customer_1690,West,Bangalore,2022-12-21,62,Male,6748.33
1691,Customer_1691,South,Bangalore,2022-07-23,51,Male,14315.02
1692,Customer_1692,South,Delhi,2022-10-16,30,Male,19826.05
1693,Customer_1693,West,Mumbai,2023-04-07,44,Female,8104.2
1694,Customer_1694,East,Chennai,2023-09-01,25,Male,15925.44
1695,Customer_1695,North,Chennai,2022-06-22,64,Female,5299.13
1696,Customer_1696,West,Chennai,2022-10-28,38,Female,5996.99
1697,Customer_1697,North,Chennai,2023-08-23,58,Male,18729.85
1698,Customer_1698,East,Bangalore,2023-06-13,28,Female,1005.8
1699,Customer_1699,North,Delhi,2022-05-20,39,Male,4739.83
1700,Customer_1700,West,Hyderabad,2022-10-05,38,Female,9916.95
1701,Customer_1701,North,Mumbai,2023-10-25,45,Male,8336.03
1702,Customer_1702,South,Chennai,2023-05-26,20,Male,12768.81
1703,Customer_1703,East,Delhi,2022-12-12,24,Male,4258.08
1704,Customer_1704,East,Hyderabad,2022-05-20,31,Female,1875.67
1705,Customer_1705,East,Delhi,2022-04-24,32,Male,7702.0
1706,Customer_1706,West,Bangalore,2023-08-03,26,Male,10724.93
1707,Customer_1707,East,Hyderabad,2023-05-22,60,Male,11459.04
1708,Customer_1708,South,Delhi,2023-01-01,24,Male,12229.12
1709,Customer_1709,West,Bangalore,2023-11-22,29,Male,11198.91
1710,Customer_1710,South,Delhi,2023-09-29,36,Female,5292.16
1711,Customer_1711,North,Delhi,2023-02-01,44,Female,15408.72
1712,Customer_1712,North,Hyderabad,2023-10-21,35,Female,2211.72
1713,Customer_1713,North,Bangalore,2022-04-21,30,Male,4367.9
1714,Customer_1714,North,Chennai,2022-12-24,60,Male,14917.87
1715,Customer_1715,South,Mumbai,2022-08-26,18,Male,5954.66
1716,Customer_1716,West,Hyderabad,2022-01-03,55,Female,10122.73
1717,Customer_1717,West,Bangalore,2023-12-24,38,Female,6880.36
1718,Customer_1718,East,Delhi,2023-02-08,51,Male,10386.13
1719,Customer_1719,South,Bangalore,2022-01-25,30,Female,7259.79
1720,Customer_1720,North,Mumbai,2023-05-24,62,Female,19887.06
1721,Customer_1721,South,Mumbai,2023-11-27,58,Male,7470.81
1722,Customer_1722,East,Chennai,2023-04-10,40,Female,12727.46
1723,Customer_1723,East,Chennai,2022-03-02,18,Male,17822.69
1724,Customer_1724,South,Mumbai,2023-05-23,40,Female,12939.73
1725,Customer_1725,South,Hyderabad,2022-05-03,45,Female,11534.22
1726,Customer_1726,South,Hyderabad,2023-05-12,49,Female,11599.97
1727,Customer_1727,West,Delhi,2022-02-24,25,Male,10180.98
1728,Customer_1728,North,Chennai,2022-06-12,43,Female,16247.82
1729,Customer_1729,South,Delhi,2023-11-30,31,Male,1483.27
1730,Customer_1730,South,Chennai,2022-02-08,41,Female,17760.03
1731,Customer_1731,South,Mumbai,2023-11-28,46,Male,11932.7
1732,Customer_1732,East,Hyderabad,2022-03-24,21,Male,17053.03
1733,Customer_1733,East,Hyderabad,2023-12-08,35,Male,702.66
1734,Customer_1734,West,Mumbai,2023-06-30,31,Female,17450.89
1735,Customer_1735,North,Delhi,2022-04-23,44,Male,2842.68
1736,Customer_1736,West,Delhi,2023-03-01,58,Female,14563.75
1737,Customer_1737,North,Bangalore,2022-08-18,64,Male,8622.17
1738,Customer_1738,East,Chennai,2022-10-10,20,Male,13780.91
1739,Customer_1739,East,Delhi,2022-10-14,47,Male,12749.7
1740,Customer_1740,East,Mumbai,2022-06-04,53,Male,3686.23
1741,Customer_1741,West,Delhi,2022-06-14,40,Female,10534.97
1742,Customer_1742,South,Hyderabad,2022-07-01,35,Female,5905.99
1743,Customer_1743,South,Chennai,2022-08-27,63,Male,11428.52
1744,Customer_1744,East,Bangalore,2023-10-11,64,Female,14891.06
1745,Customer_1745,South,Chennai,2022-12-05,57,Female,2084.54
1746,Customer_1746,South,Hyderabad,2023-05-27,27,Male,10557.37
1747,Customer_1747,West,Hyderabad,2022-09-23,29,Female,12543.78
1748,Customer_1748,North,Hyderabad,2022-07-06,58,Female,6259.67
1749,Customer_1749,East,Hyderabad,2022-02-09,25,Male,19083.57
1750,Customer_1750,East,Mumbai,2023-05-08,49,Female,10645.91
1751,Customer_1751,West,Bangalore,2023-11-10,34,Male,4059.08
1752,Customer_1752,West,Hyderabad,2023-01-26,58,Female,2601.87
1753,Customer_1753,South,Hyderabad,2022-09-17,62,Male,11062.36
1754,Customer_1754,East,Delhi,2023-10-17,31,Female,7817.15
1755,Customer_1755,North,Bangalore,2023-12-17,54,Female,4254.67
1756,Customer_1756,West,Chennai,2022-06-25,26,Female,1098.62
1757,Customer_1757,North,Bangalore,2022-11-25,43,Female,11548.7
1758,Customer_1758,North,Bangalore,2022-07-19,41,Female,12172.7
1759,Customer_1759,East,Bangalore,2023-12-12,40,Male,3265.15
1760,Customer_1760,East,Hyderabad,2022-07-15,48,Female,12233.89
1761,Customer_1761,West,Hyderabad,2023-08-12,56,Male,19063.47
1762,Customer_1762,East,Mumbai,2023-06-15,61,Male,19576.76
1763,Customer_1763,East,Chennai,2022-03-03,19,Female,17825.61
1764,Customer_1764,East,Delhi,2022-11-23,35,Male,16238.03
1765,Customer_1765,North,Bangalore,2022-10-08,33,Female,4582.67
1766,Customer_1766,West,Chennai,2022-08-15,46,Female,3550.49
1767,Customer_1767,South,Chennai,2023-10-01,28,Female,9176.48
1768,Customer_1768,North,Mumbai,2022-02-27,19,Female,12582.82
1769,Customer_1769,East,Delhi,2023-04-22,31,Male,17088.23
1770,Customer_1770,North,Bangalore,2023-01-11,21,Female,5023.28
1771,Customer_1771,East,Delhi,2023-12-17,56,Female,9853.13
1772,Customer_1772,East,Mumbai,2022-08-31,51,Female,13125.08
1773,Customer_1773,North,Hyderabad,2023-01-02,63,Male,9189.08
1774,Customer_1774,West,Chennai,2023-05-15,56,Male,9356.78
1775,Customer_1775,East,Bangalore,2022-09-09,26,Male,4889.78
1776,Customer_1776,West,Hyderabad,2022-11-18,57,Male,19739.89
1777,Customer_1777,South,Mumbai,2023-01-11,58,Female,9766.27
1778,Customer_1778,East,Delhi,2023-02-13,24,Male,10888.47
1779,Customer_1779,West,Chennai,2023-12-12,34,Male,4761.91
1780,Customer_1780,West,Bangalore,2023-05-03,40,Male,10525.67
1781,Customer_1781,South,Hyderabad,2022-12-09,62,Male,5479.32
1782,Customer_1782,West,Hyderabad,2022-08-28,28,Female,4445.56
1783,Customer_1783,West,Chennai,2022-05-19,39,Female,5876.58
1784,Customer_1784,South,Delhi,2022-05-02,35,Male,553.81
1785,Customer_1785,East,Mumbai,2023-02-24,45,Male,11617.95
1786,Customer_1786,West,Delhi,2023-07-15,33,Female,8055.86
1787,Customer_1787,West,Delhi,2022-10-31,59,Female,18024.44
1788,Customer_1788,West,Delhi,2022-04-25,21,Female,1293.79
1789,Customer_1789,North,Chennai,2022-12-09,53,Female,1342.41
1790,Customer_1790,South,Chennai,2022-09-08,39,Male,17774.53
1791,Customer_1791,North,Mumbai,2022-01-07,28,Male,2969.57
1792,Customer_1792,South,Delhi,2023-08-12,38,Female,542.12
1793,Customer_1793,East,Chennai,2022-06-28,57,Male,3988.82
1794,Customer_1794,East,Mumbai,2022-05-25,58,Male,16565.59
1795,Customer_1795,West,Mumbai,2023-02-20,33,Male,16152.92
1796,Customer_1796,South,Delhi,2023-10-28,59,Female,7132.58
1797,Customer_1797,East,Bangalore,2022-05-01,26,Female,13526.6
1798,Customer_1798,South,Delhi,2022-05-04,52,Female,10391.37
1799,Customer_1799,East,Bangalore,2022-05-30,51,Female,18142.33
1800,Customer_1800,North,Mumbai,2023-02-01,26,Male,1600.26
1801,Customer_1801,East,Chennai,2023-01-16,30,Female,16356.99
1802,Customer_1802,North,Hyderabad,2022-01-01,23,Female,3826.67
1803,Customer_1803,East,Mumbai,2023-11-04,21,Male,8136.61
1804,Customer_1804,West,Chennai,2022-09-01,63,Female,4243.16
1805,Customer_1805,North,Mumbai,2023-02-02,45,Male,14200.98
1806,Customer_1806,East,Delhi,2022-09-08,28,Female,13727.36
1807,Customer_1807,West,Bangalore,2023-07-30,51,Male,11184.0
1808,Customer_1808,North,Mumbai,2022-10-26,52,Male,14114.18
1809,Customer_1809,West,Chennai,2022-10-24,22,Male,12971.51
1810,Customer_1810,South,Delhi,2023-05-15,56,Male,15640.62
1811,Customer_1811,South,Hyderabad,2022-04-25,28,Female,5168.43
1812,Customer_1812,North,Delhi,2022-01-01,29,Male,8863.8
1813,Customer_1813,East,Bangalore,2023-07-07,60,Male,3456.72
1814,Customer_1814,North,Delhi,2023-11-16,36,Female,8877.07
1815,Customer_1815,West,Hyderabad,2023-08-23,30,Male,14182.99
1816,Customer_1816,East,Chennai,2023-04-27,21,Male,13982.13
1817,Customer_1817,South,Mumbai,2023-09-02,31,Female,14333.82
1818,Customer_1818,East,Bangalore,2023-08-23,61,Female,6520.97
1819,Customer_1819,South,Hyderabad,2023-05-25,19,Female,13413.17
1820,Customer_1820,East,Bangalore,2022-12-01,25,Male,7665.59
1821,Customer_1821,East,Delhi,2023-04-10,39,Male,18917.59
1822,Customer_1822,East,Bangalore,2022-05-21,30,Female,7195.64
1823,Customer_1823,West,Hyderabad,2023-08-06,38,Female,12258.86
1824,Customer_1824,West,Mumbai,2022-05-17,38,Female,15127.84
1825,Customer_1825,North,Mumbai,2023-09-03,45,Male,18174.94
1826,Customer_1826,North,Bangalore,2023-10-25,50,Male,9039.61
1827,Customer_1827,South,Chennai,2023-11-18,46,Female,7529.46
1828,Customer_1828,West,Bangalore,2022-06-16,54,Male,8885.55
1829,Customer_1829,South,Delhi,2022-12-09,39,Male,6812.08
1830,Customer_1830,North,Mumbai,2023-02-14,43,Male,13251.53
1831,Customer_1831,South,Mumbai,2022-03-06,28,Female,18687.98
1832,Customer_1832,North,Mumbai,2023-08-04,28,Female,2958.38
1833,Customer_1833,West,Chennai,2022-03-08,62,Male,11437.98
1834,Customer_1834,East,Chennai,2023-03-09,51,Female,18004.15
1835,Customer_1835,West,Hyderabad,2022-02-19,36,Male,2452.23
1836,Customer_1836,South,Bangalore,2022-11-10,54,Male,10130.38
1837,Customer_1837,South,Bangalore,2022-11-05,31,Female,17371.98
1838,Customer_1838,West,Delhi,2023-08-26,46,Female,18058.82
1839,Customer_1839,West,Mumbai,2022-04-25,36,Female,10529.87
1840,Customer_1840,North,Chennai,2023-07-23,54,Male,986.56
1841,Customer_1841,South,Delhi,2022-12-08,38,Female,2559.96
1842,Customer_1842,South,Delhi,2023-06-14,41,Male,11940.98
1843,Customer_1843,West,Chennai,2023-10-04,43,Male,2915.24
1844,Customer_1844,East,Bangalore,2023-05-10,58,Male,3413.65
1845,Customer_1845,South,Mumbai,2022-09-26,29,Male,15556.28
1846,Customer_1846,East,Bangalore,2022-03-21,36,Male,15138.5
1847,Customer_1847,West,Delhi,2023-04-01,64,Female,16934.07
1848,Customer_1848,West,Mumbai,2022-10-26,47,Male,2561.84
1849,Customer_1849,North,Hyderabad,2022-07-21,32,Male,4363.83
1850,Customer_1850,South,Delhi,2023-05-18,20,Female,16742.75
1851,Customer_1851,East,Bangalore,2023-11-02,30,Male,14561.21
1852,Customer_1852,North,Bangalore,2023-12-17,26,Female,16216.14
1853,Customer_1853,South,Bangalore,2023-10-11,30,Male,19800.04
