customer_id,kmeans_cluster,segment
1565,2,Occasional
1566,3,At-risk
1567,1,High-value
1568,2,Occasional
1569,5,Low-engagement
1570,3,At-risk
1571,5,Low-engagement
1572,3,At-risk
1573,4,New
1574,2,Occasional
1575,4,New
1576,5,Low-engagement
1577,5,Low-engagement
1578,4,New
1579,2,Occasional
1580,5,Low-engagement
1581,5,Low-engagement
1582,3,At-risk
1583,3,At-risk
1584,3,At-risk
1585,4,New
1586,1,High-value
1587,4,New
1588,5,Low-engagement
1589,2,Occasional
1590,2,Occasional
1591,5,Low-engagement
1592,4,New
1593,2,Occasional
1594,3,At-risk
1595,3,At-risk
1596,1,High-value
1597,2,Occasional
1598,3,At-risk
1599,1,High-value
1600,1,High-value
1601,1,High-value
1602,1,High-value
1603,1,High-value
1604,1,High-value
1605,3,At-risk
1606,2,Occasional
1607,3,At-risk
1608,3,At-risk
1609,4,New
1610,4,New
1611,4,New
1612,3,At-risk
1613,5,Low-engagement
1614,5,Low-engagement
1615,4,New
1616,2,Occasional
1617,2,Occasional
1618,3,At-risk
1619,5,Low-engagement
1620,1,High-value
1621,4,New
1622,5,Low-engagement
1623,4,New
1624,3,At-risk
1625,3,At-risk
1626,5,Low-engagement
1627,3,At-risk
1628,1,High-value
1629,5,Low-engagement
1630,1,High-value
1631,3,At-risk
1632,5,Low-engagement
1633,3,At-risk
1634,4,New
1635,4,New
1636,4,New
1637,4,New
1638,2,Occasional
1639,1,High-value
1640,2,Occasional
1641,2,Occasional
1642,1,High-value
1643,4,New
1644,4,New
1645,3,At-risk
1646,3,At-risk
1647,2,Occasional
1648,3,At-risk
1649,5,Low-engagement
1650,4,New
1651,3,At-risk
1652,3,At-risk
1653,1,High-value
1654,3,At-risk
1655,4,New
1656,5,Low-engagement
1657,5,Low-engagement
1658,5,Low-engagement
1659,1,High-value
1660,3,At-risk
1661,1,High-value
1662,3,At-risk
1663,2,Occasional
1664,1,High-value
1665,2,Occasional
1666,3,At-risk
1667,2,Occasional
1668,1,High-value
1669,4,New
1670,3,At-risk
1671,5,Low-engagement
1672,4,New
1673,2,Occasional
1674,1,High-value
1675,2,Occasional
1676,2,Occasional
1677,4,New
1678,1,High-value
1679,4,New
1680,1,High-value
1681,5,Low-engagement
1682,3,At-risk
1683,3,At-risk
1684,5,Low-engagement
1685,3,At-risk
1686,5,Low-engagement
1687,4,New
1688,1,High-value
1689,4,New
1690,4,New
1691,5,Low-engagement
1692,5,Low-engagement
1693,1,High-value
1694,5,Low-engagement
1695,3,At-risk
1696,2,Occasional
1697,4,New
1698,5,Low-engagement
1699,4,New
1700,1,High-value
1701,3,At-risk
1702,5,Low-engagement
1703,5,Low-engagement
1704,2,Occasional
1705,4,New
1706,1,High-value
1707,3,At-risk
1708,2,Occasional
1709,1,High-value
1710,5,Low-engagement
1711,2,Occasional
1712,1,High-value
1713,5,Low-engagement
1714,2,Occasional
1715,2,Occasional
1716,3,At-risk
1717,1,High-value
1718,4,New
1719,5,Low-engagement
1720,2,Occasional
1721,5,Low-engagement
1722,2,Occasional
1723,2,Occasional
1724,1,High-value
1725,1,High-value
1726,2,Occasional
1727,5,Low-engagement
1728,1,High-value
1729,5,Low-engagement
1730,3,At-risk
1731,3,At-risk
1732,5,Low-engagement
1733,5,Low-engagement
1734,4,New
1735,1,High-value
1736,3,At-risk
1737,5,Low-engagement
1738,5,Low-engagement
1739,1,High-value
1740,4,New
1741,1,High-value
1742,3,At-risk
1743,5,Low-engagement
1744,2,Occasional
1745,1,High-value
1746,4,New
1747,4,New
1748,1,High-value
1749,3,At-risk
1750,4,New
1751,3,At-risk
1752,3,At-risk
1753,5,Low-engagement
1754,2,Occasional
1755,5,Low-engagement
1756,4,New
1757,1,High-value
1758,4,New
1759,1,High-value
1760,4,New
1761,2,Occasional
1762,3,At-risk
1763,5,Low-engagement
1764,1,High-value
1765,1,High-value
1766,1,High-value
1767,3,At-risk
1768,5,Low-engagement
1769,3,At-risk
1770,1,High-value
1771,3,At-risk
1772,5,Low-engagement
1773,1,High-value
1774,3,At-risk
1775,2,Occasional
1776,3,At-risk
1777,5,Low-engagement
1778,2,Occasional
1779,2,Occasional
1780,4,New
1781,4,New
1782,2,Occasional
1783,3,At-risk
1784,5,Low-engagement
1785,5,Low-engagement
1786,5,Low-engagement
1787,1,High-value
1788,2,Occasional
1789,5,Low-engagement
1790,1,High-value
1791,1,High-value
1792,1,High-value
1793,5,Low-engagement
1794,1,High-value
1795,4,New
1796,2,Occasional
1797,3,At-risk
1798,1,High-value
1799,2,Occasional
1800,2,Occasional
1801,4,New
1802,2,Occasional
1803,1,High-value
1804,2,Occasional
1805,3,At-risk
1806,4,New
1807,4,New
1808,1,High-value
1809,4,New
1810,4,New
1811,5,Low-engagement
1812,3,At-risk
1813,4,New
1814,4,New
1815,3,At-risk
1816,4,New
1817,2,Occasional
1818,1,High-value
1819,3,At-risk
1820,3,At-risk
1821,1,High-value
1822,1,High-value
1823,2,Occasional
1824,1,High-value
1825,3,At-risk
1826,2,Occasional
1827,4,New
1828,3,At-risk
1829,3,At-risk
1830,4,New
1831,5,Low-engagement
1832,1,High-value
1833,5,Low-engagement
1834,5,Low-engagement
1835,5,Low-engagement
1836,1,High-value
1837,4,New
1838,4,New
1839,1,High-value
1840,2,Occasional
1841,2,Occasional
1842,4,New
1843,2,Occasional
1844,1,High-value
1845,3,At-risk
1846,2,Occasional
1847,2,Occasional
1848,5,Low-engagement
1849,3,At-risk
1850,5,Low-engagement
1851,4,New
1852,4,New
1853,4,New
1854,3,At-risk
1855,5,Low-engagement
1856,2,Occasional
1857,3,At-risk
1858,1,High-value
1859,5,Low-engagement
1860,2,Occasional
1861,3,At-risk
1862,2,Occasional
1863,4,New
1864,1,High-value
1865,2,Occasional
1866,3,At-risk
1867,1,High-value
1868,1,High-value
1869,5,Low-engagement
1870,5,Low-engagement
1871,2,Occasional
1872,2,Occasional
1873,2,Occasional
1874,5,Low-engagement
1875,2,Occasional
1876,4,New
1877,1,High-value
1878,2,Occasional
1879,4,New
1880,5,Low-engagement
1881,4,New
1882,4,New
1883,3,At-risk
1884,3,At-risk
1885,3,At-risk
1886,2,Occasional
1887,2,Occasional
1888,5,Low-engagement
1889,3,At-risk
1890,2,Occasional
1891,5,Low-engagement
1892,5,Low-engagement
1893,2,Occasional
1894,3,At-risk
1895,3,At-risk
1896,5,Low-engagement
1897,5,Low-engagement
1898,1,High-value
1899,1,High-value
1900,5,Low-engagement
1901,5,Low-engagement
1902,4,New
1903,2,Occasional
1904,5,Low-engagement
1905,4,New
1906,2,Occasional
1907,3,At-risk
1908,5,Low-engagement
1909,3,At-risk
1910,3,At-risk
1911,2,Occasional
1912,5,Low-engagement
1913,1,High-value
1914,5,Low-engagement
1915,1,High-value
1916,5,Low-engagement
1917,3,At-risk
1918,4,New
1919,5,Low-engagement
1920,2,Occasional
1921,3,At-risk
1922,2,Occasional
1923,2,Occasional
1924,5,Low-engagement
1925,5,Low-engagement
1926,3,At-risk
1927,2,Occasional
1928,1,High-value
1929,5,Low-engagement
1930,3,At-risk
1931,1,High-value
1932,4,New
1933,1,High-value
1934,4,New
1935,4,New
1936,3,At-risk
1937,2,Occasional
1938,2,Occasional
1939,1,High-value
1940,5,Low-engagement
1941,4,New
1942,3,At-risk
1943,2,Occasional
1944,5,Low-engagement
1945,5,Low-engagement
1946,3,At-risk
1947,1,High-value
1948,5,Low-engagement
1949,4,New
1950,5,Low-engagement
1951,4,New
1952,4,New
1953,5,Low-engagement
1954,5,Low-engagement
1955,1,High-value
1956,5,Low-engagement
1957,4,New
1958,1,High-value
1959,2,Occasional
1960,4,New
1961,5,Low-engagement
1962,1,High-value
1963,1,High-value
1964,5,Low-engagement
1965,3,At-risk
1966,5,Low-engagement
1967,1,High-value
1968,1,High-value
1969,3,At-risk
1970,3,At-risk
1971,1,High-value
1972,3,At-risk
1973,3,At-risk
1974,3,At-risk
1975,3,At-risk
1976,3,At-risk
1977,4,New
1978,5,Low-engagement
1979,4,New
1980,4,New
1981,3,At-risk
1982,1,High-value
1983,1,High-value
1984,2,Occasional
1985,4,New
1986,2,Occasional
1987,4,New
1988,3,At-risk
1989,3,At-risk
1990,3,At-risk
1991,4,New
1992,4,New
1993,5,Low-engagement
1994,5,Low-engagement
1995,2,Occasional
1996,5,Low-engagement
1997,3,At-risk
1998,3,At-risk
1999,3,At-risk
2000,2,Occasional
2001,4,New
2002,2,Occasional
2003,5,Low-engagement
2004,4,New
2005,2,Occasional
2006,5,Low-engagement
2007,5,Low-engagement
2008,2,Occasional
2009,1,High-value
2010,4,New
2011,3,At-risk
2012,1,High-value
2013,4,New
2014,5,Low-engagement
2015,1,High-value
2016,1,High-value
2017,2,Occasional
2018,3,At-risk
2019,3,At-risk
2020,2,Occasional
2021,4,New
2022,1,High-value
2023,4,New
2024,3,At-risk
2025,2,Occasional
2026,3,At-risk
2027,1,High-value
2028,1,High-value
2029,3,At-risk
2030,3,At-risk
2031,4,New
2032,1,High-value
2033,5,Low-engagement
2034,3,At-risk
2035,5,Low-engagement
2036,2,Occasional
2037,4,New
2038,4,New
2039,5,Low-engagement
2040,2,Occasional
2041,4,New
2042,4,New
2043,5,Low-engagement
2044,3,At-risk
2045,4,New
2046,2,Occasional
2047,5,Low-engagement
2048,3,At-risk
2049,1,High-value
2050,3,At-risk
2051,3,At-risk
2052,5,Low-engagement
2053,5,Low-engagement
2054,4,New
2055,4,New
2056,1,High-value
2057,1,High-value
2058,2,Occasional
2059,2,Occasional
2060,2,Occasional
2061,3,At-risk
2062,1,High-value
2063,3,At-risk
2064,4,New
2065,5,Low-engagement
2066,2,Occasional
2067,1,High-value
2068,3,At-risk
2069,3,At-risk
2070,2,Occasional
2071,5,Low-engagement
2072,2,Occasional
2073,4,New
2074,4,New
2075,4,New
2076,1,High-value
2077,1,High-value
2078,3,At-risk
2079,2,Occasional
2080,5,Low-engagement
2081,5,Low-engagement
2082,3,At-risk
2083,4,New
2084,1,High-value
2085,3,At-risk
2086,3,At-risk
2087,5,Low-engagement
2088,4,New
2089,1,High-value
2090,2,Occasional
2091,5,Low-engagement
2092,1,High-value
2093,1,High-value
2094,1,High-value
2095,5,Low-engagement
2096,3,At-risk
2097,4,New
2098,3,At-risk
2099,5,Low-engagement
2100,4,New
2101,4,New
2102,1,High-value
2103,2,Occasional
2104,1,High-value
2105,3,At-risk
2106,5,Low-engagement
2107,4,New
2108,3,At-risk
2109,2,Occasional
2110,4,New
2111,1,High-value
2112,3,At-risk
2113,2,Occasional
2114,5,Low-engagement
2115,3,At-risk
2116,4,New
2117,1,High-value
2118,3,At-risk
2119,2,Occasional
2120,4,New
2121,4,New
2122,4,New
2123,3,At-risk
2124,4,New
2125,1,High-value
2126,2,Occasional
2127,1,High-value
2128,2,Occasional
2129,3,At-risk
2130,3,At-risk
2131,5,Low-engagement
2132,3,At-risk
2133,1,High-value
2134,3,At-risk
2135,4,New
2136,4,New
2137,1,High-value
2138,4,New
2139,2,Occasional
2140,5,Low-engagement
2141,3,At-risk
2142,4,New
2143,1,High-value
2144,1,High-value
2145,1,High-value
2146,2,Occasional
2147,3,At-risk
2148,4,New
2149,5,Low-engagement
2150,3,At-risk
2151,2,Occasional
2152,1,High-value
2153,2,Occasional
2154,2,Occasional
2155,3,At-risk
2156,5,Low-engagement
2157,1,High-value
2158,4,New
2159,2,Occasional
2160,4,New
2161,4,New
2162,5,Low-engagement
2163,2,Occasional
2164,2,Occasional
2165,1,High-value
2166,1,High-value
2167,5,Low-engagement
2168,4,New
2169,4,New
2170,5,Low-engagement
2171,1,High-value
2172,5,Low-engagement
2173,2,Occasional
2174,5,Low-engagement
2175,2,Occasional
2176,5,Low-engagement
2177,5,Low-engagement
2178,2,Occasional
2179,1,High-value
2180,4,New
2181,2,Occasional
2182,1,High-value
2183,4,New
2184,4,New
2185,5,Low-engagement
2186,4,New
2187,5,Low-engagement
2188,3,At-risk
2189,4,New
2190,3,At-risk
2191,1,High-value
2192,5,Low-engagement
2193,4,New
2194,4,New
2195,5,Low-engagement
2196,1,High-value
2197,4,New
2198,3,At-risk
2199,3,At-risk
2200,4,New
2201,4,New
2202,1,High-value
2203,3,At-risk
2204,5,Low-engagement
2205,2,Occasional
2206,2,Occasional
2207,1,High-value
2208,5,Low-engagement
2209,5,Low-engagement
2210,1,High-value
2211,1,High-value
2212,3,At-risk
2213,5,Low-engagement
2214,2,Occasional
2215,3,At-risk
2216,1,High-value
2217,4,New
2218,5,Low-engagement
2219,2,Occasional
2220,5,Low-engagement
2221,5,Low-engagement
2222,4,New
2223,4,New
2224,1,High-value
2225,3,At-risk
2226,4,New
2227,3,At-risk
2228,3,At-risk
2229,5,Low-engagement
2230,5,Low-engagement
2231,5,Low-engagement
2232,3,At-risk
2233,3,At-risk
2234,2,Occasional
2235,2,Occasional
2236,1,High-value
2237,4,New
2238,3,At-risk
2239,2,Occasional
2240,2,Occasional
2241,4,New
2242,1,High-value
2243,4,New
2244,3,At-risk
2245,1,High-value
2246,2,Occasional
2247,2,Occasional
2248,1,High-value
2249,3,At-risk
2250,3,At-risk
2251,5,Low-engagement
2252,5,Low-engagement
2253,3,At-risk
2254,2,Occasional
2255,1,High-value
2256,5,Low-engagement
2257,5,Low-engagement
2258,2,Occasional
2259,4,New
2260,4,New
2261,1,High-value
2262,1,High-value
2263,3,At-risk
2264,3,At-risk
2265,3,At-risk
2266,2,Occasional
2267,4,New
2268,4,New
2269,1,High-value
2270,5,Low-engagement
2271,3,At-risk
2272,2,Occasional
2273,1,High-value
2274,2,Occasional
2275,1,High-value
2276,1,High-value
2277,5,Low-engagement
2278,4,New
2279,5,Low-engagement
2280,2,Occasional
2281,2,Occasional
2282,1,High-value
2283,4,New
2284,4,New
2285,5,Low-engagement
2286,5,Low-engagement
2287,2,Occasional
2288,1,High-value
2289,2,Occasional
2290,2,Occasional
2291,5,Low-engagement
2292,3,At-risk
2293,3,At-risk
2294,4,New
2295,2,Occasional
2296,1,High-value
2297,2,Occasional
2298,5,Low-engagement
2299,3,At-risk
2300,2,Occasional
2301,2,Occasional
2302,3,At-risk
2303,1,High-value
2304,3,At-risk
2305,2,Occasional
2306,1,High-value
2307,2,Occasional
2308,4,New
2309,5,Low-engagement
2310,1,High-value
2311,4,New
2312,1,High-value
2313,5,Low-engagement
2314,4,New
2315,5,Low-engagement
2316,1,High-value
2317,2,Occasional
2318,2,Occasional
2319,1,High-value
2320,3,At-risk
2321,5,Low-engagement
2322,4,New
2323,3,At-risk
2324,1,High-value
2325,5,Low-engagement
2326,2,Occasional
2327,2,Occasional
2328,2,Occasional
2329,2,Occasional
2330,4,New
2331,5,Low-engagement
2332,1,High-value
2333,1,High-value
2334,3,At-risk
2335,1,High-value
2336,3,At-risk
2337,4,New
2338,3,At-risk
2339,2,Occasional
2340,4,New
2341,1,High-value
2342,2,Occasional
2343,1,High-value
2344,4,New
2345,2,Occasional
2346,5,Low-engagement
2347,4,New
2348,3,At-risk
2349,1,High-value
2350,1,High-value
2351,5,Low-engagement
2352,5,Low-engagement
2353,1,High-value
2354,3,At-risk
2355,5,Low-engagement
2356,5,Low-engagement
2357,2,Occasional
2358,2,Occasional
2359,3,At-risk
2360,3,At-risk
2361,2,Occasional
2362,5,Low-engagement
2363,2,Occasional
2364,4,New
2365,4,New
2366,1,High-value
2367,3,At-risk
2368,2,Occasional
2369,1,High-value
2370,2,Occasional
2371,5,Low-engagement
2372,3,At-risk
2373,5,Low-engagement
2374,2,Occasional
2375,1,High-value
2376,4,New
2377,2,Occasional
2378,2,Occasional
2379,3,At-risk
2380,5,Low-engagement
2381,3,At-risk
2382,4,New
2383,1,High-value
2384,1,High-value
2385,3,At-risk
2386,5,Low-engagement
2387,3,At-risk
2388,2,Occasional
2389,2,Occasional
2390,2,Occasional
2391,5,Low-engagement
2392,2,Occasional
2393,5,Low-engagement
2394,5,Low-engagement
2395,3,At-risk
2396,1,High-value
2397,5,Low-engagement
2398,2,Occasional
2399,1,High-value
2400,2,Occasional
2401,1,High-value
2402,5,Low-engagement
2403,1,High-value
2404,5,Low-engagement
2405,5,Low-engagement
2406,3,At-risk
2407,4,New
2408,2,Occasional
2409,4,New
2410,4,New
2411,2,Occasional
2412,5,Low-engagement
2413,4,New
2414,1,High-value
2415,3,At-risk
2416,5,Low-engagement
2417,4,New
2418,5,Low-engagement
2419,2,Occasional
2420,5,Low-engagement
2421,3,At-risk
2422,1,High-value
2423,5,Low-engagement
2424,3,At-risk
2425,2,Occasional
2426,5,Low-engagement
2427,1,High-value
2428,2,Occasional
2429,4,New
2430,3,At-risk
2431,2,Occasional
2432,2,Occasional
2433,5,Low-engagement
2434,1,High-value
2435,1,High-value
2436,2,Occasional
2437,4,New
2438,3,At-risk
2439,5,Low-engagement
2440,3,At-risk
2441,2,Occasional
2442,4,New
2443,3,At-risk
2444,5,Low-engagement
2445,4,New
2446,3,At-risk
2447,3,At-risk
2448,1,High-value
2449,5,Low-engagement
2450,5,Low-engagement
2451,2,Occasional
2452,3,At-risk
2453,2,Occasional
2454,4,New
2455,2,Occasional
2456,5,Low-engagement
2457,4,New
2458,5,Low-engagement
2459,3,At-risk
2460,1,High-value
2461,1,High-value
2462,4,New
2463,1,High-value
2464,2,Occasional
2465,2,Occasional
2466,5,Low-engagement
2467,4,New
2468,3,At-risk
2469,1,High-value
2470,3,At-risk
2471,1,High-value
2472,1,High-value
2473,4,New
2474,3,At-risk
2475,5,Low-engagement
2476,4,New
2477,5,Low-engagement
2478,2,Occasional
2479,5,Low-engagement
2480,1,High-value
2481,3,At-risk
2482,2,Occasional
2483,3,At-risk
2484,1,High-value
2485,2,Occasional
2486,3,At-risk
2487,3,At-risk
2488,5,Low-engagement
2489,1,High-value
2490,2,Occasional
2491,1,High-value
2492,4,New
2493,4,New
2494,4,New
2495,4,New
2496,3,At-risk
2497,2,Occasional
2498,2,Occasional
2499,3,At-risk
2500,1,High-value
2501,4,New
2502,4,New
2503,5,Low-engagement
2504,4,New
2505,4,New
2506,3,At-risk
2507,4,New
2508,1,High-value
2509,4,New
2510,1,High-value
2511,5,Low-engagement
2512,2,Occasional
2513,2,Occasional
2514,5,Low-engagement
2515,2,Occasional
2516,4,New
2517,3,At-risk
2518,2,Occasional
2519,5,Low-engagement
2520,1,High-value
2521,4,New
2522,3,At-risk
2523,3,At-risk
2524,2,Occasional
2525,2,Occasional
2526,5,Low-engagement
2527,4,New
2528,5,Low-engagement
2529,3,At-risk
2530,5,Low-engagement
2531,2,Occasional
2532,3,At-risk
2533,3,At-risk
2534,4,New
2535,5,Low-engagement
2536,4,New
2537,3,At-risk
2538,5,Low-engagement
2539,1,High-value
2540,4,New
2541,5,Low-engagement
2542,3,At-risk
2543,4,New
2544,4,New
2545,1,High-value
2546,2,Occasional
2547,1,High-value
2548,1,High-value
2549,2,Occasional
2550,1,High-value
2551,2,Occasional
2552,5,Low-engagement
2553,3,At-risk
2554,4,New
2555,1,High-value
2556,3,At-risk
2557,3,At-risk
2558,4,New
2559,3,At-risk
2560,2,Occasional
2561,4,New
2562,1,High-value
2563,3,At-risk
2564,5,Low-engagement
2565,3,At-risk
2566,3,At-risk
2567,1,High-value
2568,5,Low-engagement
2569,3,At-risk
2570,2,Occasional
2571,4,New
2572,1,High-value
2573,4,New
2574,2,Occasional
2575,2,Occasional
2576,1,High-value
2577,3,At-risk
2578,1,High-value
2579,5,Low-engagement
2580,1,High-value
2581,3,At-risk
2582,1,High-value
2583,3,At-risk
2584,1,High-value
2585,5,Low-engagement
2586,3,At-risk
2587,2,Occasional
2588,5,Low-engagement
2589,1,High-value
2590,2,Occasional
2591,3,At-risk
2592,4,New
2593,3,At-risk
2594,3,At-risk
2595,3,At-risk
2596,2,Occasional
2597,3,At-risk
2598,1,High-value
2599,1,High-value
2600,4,New
2601,3,At-risk
2602,4,New
2603,5,Low-engagement
2604,5,Low-engagement
2605,5,Low-engagement
2606,4,New
2607,4,New
2608,5,Low-engagement
2609,5,Low-engagement
2610,5,Low-engagement
2611,3,At-risk
2612,5,Low-engagement
2613,1,High-value
2614,2,Occasional
2615,4,New
2616,2,Occasional
2617,5,Low-engagement
2618,3,At-risk
2619,2,Occasional
2620,2,Occasional
2621,4,New
2622,1,High-value
2623,4,New
2624,2,Occasional
2625,3,At-risk
2626,4,New
2627,3,At-risk
2628,3,At-risk
2629,1,High-value
2630,1,High-value
2631,5,Low-engagement
2632,2,Occasional
2633,2,Occasional
2634,4,New
2635,4,New
2636,5,Low-engagement
2637,5,Low-engagement
2638,1,High-value
2639,3,At-risk
2640,4,New
2641,4,New
2642,3,At-risk
2643,3,At-risk
2644,4,New
2645,5,Low-engagement
2646,4,New
2647,3,At-risk
2648,1,High-value
2649,5,Low-engagement
2650,4,New
2651,4,New
2652,2,Occasional
2653,1,High-value
2654,2,Occasional
2655,2,Occasional
2656,1,High-value
2657,5,Low-engagement
2658,3,At-risk
2659,4,New
2660,1,High-value
2661,4,New
2662,5,Low-engagement
2663,5,Low-engagement
2664,4,New
2665,3,At-risk
2666,5,Low-engagement
2667,4,New
2668,3,At-risk
2669,5,Low-engagement
2670,4,New
2671,4,New
2672,4,New
2673,3,At-risk
2674,1,High-value
2675,2,Occasional
2676,3,At-risk
2677,5,Low-engagement
2678,3,At-risk
2679,5,Low-engagement
2680,3,At-risk
2681,2,Occasional
2682,5,Low-engagement
2683,2,Occasional
2684,3,At-risk
2685,4,New
2686,4,New
2687,1,High-value
2688,5,Low-engagement
2689,4,New
2690,4,New
2691,4,New
2692,1,High-value
2693,3,At-risk
2694,4,New
2695,1,High-value
2696,5,Low-engagement
2697,3,At-risk
2698,1,High-value
2699,3,At-risk
2700,3,At-risk
2701,3,At-risk
2702,3,At-risk
2703,1,High-value
2704,5,Low-engagement
2705,2,Occasional
2706,3,At-risk
2707,2,Occasional
2708,3,At-risk
2709,2,Occasional
2710,2,Occasional
2711,1,High-value
2712,2,Occasional
2713,2,Occasional
2714,4,New
2715,4,New
2716,5,Low-engagement
2717,5,Low-engagement
2718,2,Occasional
2719,1,High-value
2720,1,High-value
2721,3,At-risk
2722,5,Low-engagement
2723,4,New
2724,4,New
2725,2,Occasional
2726,4,New
2727,1,High-value
2728,2,Occasional
2729,4,New
2730,2,Occasional
2731,3,At-risk
2732,2,Occasional
2733,3,At-risk
2734,5,Low-engagement
2735,5,Low-engagement
2736,3,At-risk
2737,5,Low-engagement
2738,3,At-risk
2739,3,At-risk
2740,2,Occasional
2741,2,Occasional
2742,5,Low-engagement
2743,1,High-value
2744,2,Occasional
2745,2,Occasional
2746,3,At-risk
2747,1,High-value
2748,3,At-risk
2749,5,Low-engagement
2750,1,High-value
2751,2,Occasional
2752,3,At-risk
2753,4,New
2754,3,At-risk
2755,3,At-risk
2756,4,New
2757,2,Occasional
2758,4,New
2759,4,New
2760,5,Low-engagement
2761,4,New
2762,1,High-value
2763,4,New
2764,4,New
2765,3,At-risk
2766,4,New
2767,2,Occasional
2768,4,New
2769,1,High-value
2770,4,New
2771,2,Occasional
2772,4,New
2773,1,High-value
2774,3,At-risk
2775,2,Occasional
2776,4,New
2777,3,At-risk
2778,1,High-value
2779,1,High-value
2780,2,Occasional
2781,1,High-value
2782,5,Low-engagement
2783,4,New
2784,5,Low-engagement
2785,1,High-value
2786,2,Occasional
2787,3,At-risk
2788,5,Low-engagement
2789,3,At-risk
2790,1,High-value
2791,2,Occasional
2792,1,High-value
2793,3,At-risk
2794,2,Occasional
2795,1,High-value
2796,5,Low-engagement
2797,5,Low-engagement
2798,3,At-risk
2799,2,Occasional
2800,3,At-risk
2801,2,Occasional
2802,5,Low-engagement
2803,1,High-value
2804,1,High-value
2805,5,Low-engagement
2806,1,High-value
2807,2,Occasional
2808,3,At-risk
2809,2,Occasional
2810,3,At-risk
2811,3,At-risk
2812,3,At-risk
2813,4,New
2814,1,High-value
2815,3,At-risk
2816,4,New
2817,4,New
2818,1,High-value
2819,3,At-risk
2820,1,High-value
2821,1,High-value
2822,3,At-risk
2823,4,New
2824,1,High-value
2825,1,High-value
2826,2,Occasional
2827,5,Low-engagement
2828,5,Low-engagement
2829,3,At-risk
2830,3,At-risk
2831,5,Low-engagement
2832,1,High-value
2833,1,High-value
2834,1,High-value
2835,5,Low-engagement
2836,2,Occasional
2837,4,New
2838,2,Occasional
2839,5,Low-engagement
2840,3,At-risk
2841,4,New
2842,1,High-value
2843,3,At-risk
2844,1,High-value
2845,1,High-value
2846,2,Occasional
2847,4,New
2848,1,High-value
2849,1,High-value
2850,4,New
2851,5,Low-engagement
2852,3,At-risk
2853,4,New
2854,3,At-risk
2855,1,High-value
2856,2,Occasional
2857,2,Occasional
2858,2,Occasional
2859,1,High-value
2860,5,Low-engagement
2861,1,High-value
2862,5,Low-engagement
2863,2,Occasional
2864,4,New
2865,1,High-value
2866,1,High-value
2867,5,Low-engagement
2868,5,Low-engagement
2869,2,Occasional
2870,2,Occasional
2871,1,High-value
2872,5,Low-engagement
2873,4,New
2874,4,New
2875,2,Occasional
2876,5,Low-engagement
2877,5,Low-engagement
2878,2,Occasional
2879,2,Occasional
2880,4,New
2881,3,At-risk
2882,3,At-risk
2883,5,Low-engagement
2884,2,Occasional
2885,5,Low-engagement
2886,2,Occasional
2887,5,Low-engagement
2888,2,Occasional
2889,4,New
2890,3,At-risk
2891,2,Occasional
2892,1,High-value
2893,2,Occasional
2894,3,At-risk
2895,2,Occasional
2896,5,Low-engagement
2897,4,New
2898,5,Low-engagement
2899,1,High-value
2900,4,New
2901,2,Occasional
2902,4,New
2903,3,At-risk
2904,3,At-risk
2905,3,At-risk
2906,3,At-risk
2907,1,High-value
2908,2,Occasional
2909,1,High-value
2910,2,Occasional
2911,4,New
2912,3,At-risk
2913,5,Low-engagement
2914,5,Low-engagement
2915,4,New
2916,3,At-risk
2917,1,High-value
2918,4,New
2919,2,Occasional
2920,5,Low-engagement
2921,1,High-value
2922,1,High-value
2923,2,Occasional
2924,2,Occasional
2925,5,Low-engagement
2926,2,Occasional
2927,3,At-risk
2928,4,New
2929,2,Occasional
2930,3,At-risk
2931,3,At-risk
2932,2,Occasional
2933,4,New
2934,5,Low-engagement
2935,2,Occasional
2936,5,Low-engagement
2937,2,Occasional
2938,4,New
2939,5,Low-engagement
2940,1,High-value
2941,3,At-risk
2942,1,High-value
2943,5,Low-engagement
2944,3,At-risk
2945,4,New
2946,2,Occasional
2947,1,High-value
2948,5,Low-engagement
2949,5,Low-engagement
2950,3,At-risk
2951,1,High-value
2952,2,Occasional
2953,3,At-risk
2954,2,Occasional
2955,4,New
2956,3,At-risk
2957,5,Low-engagement
2958,4,New
2959,5,Low-engagement
2960,1,High-value
2961,4,New
2962,2,Occasional
2963,5,Low-engagement
2964,1,High-value
2965,5,Low-engagement
2966,4,New
2967,3,At-risk
2968,3,At-risk
2969,4,New
2970,2,Occasional
2971,4,New
2972,2,Occasional
2973,1,High-value
2974,4,New
2975,3,At-risk
2976,2,Occasional
2977,4,New
2978,1,High-value
2979,3,At-risk
2980,2,Occasional
2981,2,Occasional
2982,3,At-risk
2983,5,Low-engagement
2984,5,Low-engagement
2985,1,High-value
2986,5,Low-engagement
2987,2,Occasional
2988,3,At-risk
2989,4,New
2990,2,Occasional
2991,2,Occasional
2992,4,New
2993,4,New
2994,2,Occasional
2995,3,At-risk
2996,5,Low-engagement
2997,1,High-value
2998,1,High-value
2999,1,High-value
3000,1,High-value
3001,1,High-value
3002,1,High-value
3003,2,Occasional
3004,3,At-risk
3005,4,New
3006,3,At-risk
3007,5,Low-engagement
3008,2,Occasional
3009,5,Low-engagement
3010,1,High-value
3011,2,Occasional
3012,2,Occasional
3013,4,New
3014,5,Low-engagement
3015,2,Occasional
3016,3,At-risk
3017,4,New
3018,2,Occasional
