order_id,customer_id,product_id,quantity,amount,order_date,channel,region
5328,770,260,2,1068.87,2023-04-10,In-store,North
5329,7532,172,4,879.19,2023-09-14,App,East
5330,8623,238,3,1987.4,2023-07-11,Web,East
5331,3259,348,1,4496.5,2022-03-24,Web,West
5332,260,675,1,4630.94,2022-03-21,App,East
5333,1755,371,3,4473.0,2023-09-21,Web,West
5334,46,610,2,1100.14,2023-06-08,Web,West
5335,877,888,3,3010.05,2022-05-28,In-store,East
5336,8155,546,3,3288.48,2022-07-18,In-store,West
5337,2918,113,2,2361.3,2022-02-02,App,South
5338,1956,165,3,2895.42,2023-07-18,In-store,West
5339,9793,481,4,713.61,2022-10-15,Web,South
5340,2275,400,2,4505.15,2022-08-06,In-store,West
5341,7736,742,2,760.5,2022-12-22,Web,West
5342,1740,997,4,4190.01,2022-04-09,App,West
5343,5667,188,1,355.37,2022-10-17,In-store,North
5344,3191,108,4,2069.76,2022-01-30,Web,East
5345,334,209,3,1055.45,2023-02-12,Web,West
5346,1531,791,3,879.41,2022-01-20,In-store,East
5347,556,907,4,3403.01,2022-06-11,App,South
5348,8923,627,2,4452.47,2022-05-13,Web,North
5349,4824,34,1,3972.16,2022-05-03,Web,North
5350,4034,58,1,1525.71,2023-09-25,App,West
5351,1164,601,4,3076.62,2022-01-12,App,North
5352,6029,304,4,1543.56,2022-04-09,In-store,East
5353,9492,979,1,543.98,2023-08-12,App,North
5354,2021,72,3,671.29,2022-11-20,Web,West
5355,7686,580,4,948.82,2023-07-24,App,West
5356,6024,646,3,3337.96,2023-06-25,Web,West
5357,7445,600,3,756.74,2022-09-25,App,East
5358,3687,724,2,2921.2,2022-12-04,App,West
5359,1941,259,4,106.24,2022-06-15,Web,South
5360,4397,873,2,3684.73,2022-05-26,In-store,North
5361,3072,826,3,1365.61,2022-06-29,In-store,East
5362,7017,23,3,2888.55,2022-02-23,App,East
5363,3500,697,2,1799.91,2022-10-19,Web,West
5364,9403,83,1,2717.23,2022-06-09,In-store,North
5365,4254,641,2,1050.13,2022-03-23,App,East
5366,7818,771,1,3133.53,2022-10-13,Web,North
5367,9547,791,1,4422.45,2022-06-02,Web,South
5368,6026,1,4,2935.62,2022-10-19,Web,East
5369,7577,367,2,2266.57,2022-03-20,In-store,North
5370,6608,5,3,2420.69,2023-04-25,Web,North
5371,7754,668,2,2081.95,2023-04-18,In-store,East
5372,7023,69,2,1254.09,2023-09-07,In-store,North
5373,4110,595,1,1961.71,2023-01-08,In-store,North
5374,3268,812,3,2166.02,2023-05-31,Web,East
5375,7073,909,3,3475.34,2023-07-25,In-store,East
5376,9428,990,2,1660.21,2023-03-02,App,South
5377,5255,200,2,1945.86,2023-09-29,App,East
5378,4204,593,3,3152.68,2022-06-06,In-store,South
5379,5891,793,3,3969.11,2022-10-26,Web,South
5380,4727,588,2,4224.82,2022-06-24,Web,North
5381,6298,507,4,3030.69,2022-06-11,In-store,North
5382,4443,238,3,2344.61,2022-08-29,App,East
5383,1049,285,4,3339.8,2022-12-08,App,West
5384,1960,235,1,251.34,2022-06-09,Web,North
5385,9771,375,3,2847.94,2022-04-25,In-store,West
5386,3699,385,1,1608.45,2022-02-12,In-store,South
5387,8542,962,2,2643.1,2022-07-18,App,North
5388,5676,802,4,1521.59,2023-02-04,App,South
5389,7892,571,1,987.43,2022-07-30,App,East
5390,1479,225,4,1289.38,2023-10-22,In-store,East
5391,1821,449,3,3741.62,2023-07-29,In-store,East
5392,9434,202,1,1938.87,2022-08-14,App,South
5393,3931,210,4,3651.94,2023-04-28,App,South
5394,5366,22,3,3782.64,2022-04-23,App,North
5395,9068,693,4,196.31,2022-03-09,App,South
5396,6604,501,1,4702.64,2022-08-22,Web,South
5397,9734,543,3,590.46,2022-02-19,Web,North
5398,5787,322,2,2410.5,2023-01-12,In-store,East
5399,3702,215,2,4756.79,2023-09-09,Web,North
5400,9012,259,4,875.44,2023-08-11,In-store,East
5401,3910,686,3,1041.52,2023-05-09,In-store,East
5402,8401,428,4,1247.07,2022-08-27,In-store,North
5403,1885,377,1,4168.32,2022-09-09,App,West
5404,4503,856,2,4222.03,2022-06-09,Web,North
5405,2129,217,1,4512.84,2022-05-03,App,East
5406,7498,169,3,2575.62,2022-04-06,App,North
5407,8299,525,1,4520.77,2022-03-28,App,South
5408,4030,522,2,1419.16,2023-10-26,App,East
5409,1426,574,3,3089.98,2023-02-23,In-store,South
5410,4606,390,4,2198.77,2022-10-10,In-store,North
5411,9310,453,3,1510.45,2023-09-11,In-store,East
5412,2130,434,1,3836.48,2023-08-06,Web,North
5413,4057,423,3,3704.13,2023-05-18,In-store,East
5414,241,976,1,3769.93,2022-08-30,App,West
5415,8357,939,1,3032.26,2023-01-06,Web,South
5416,1497,341,1,1751.72,2023-12-22,App,North
5417,304,810,1,3392.07,2022-12-26,In-store,North
5418,4775,379,2,1085.61,2022-09-24,Web,North
5419,912,808,2,1317.72,2022-09-19,In-store,East
5420,5094,389,1,4791.51,2022-08-14,App,West
5421,6048,225,1,2765.7,2023-04-28,In-store,East
5422,2762,579,2,3608.81,2023-10-08,App,East
5423,606,317,2,2331.74,2023-07-04,App,East
5424,1039,527,4,108.31,2022-02-20,App,West
5425,407,906,2,2601.59,2023-01-29,In-store,North
5426,1072,513,2,2743.76,2023-10-01,Web,South
5427,7831,831,1,575.2,2023-05-18,In-store,South
5428,4210,330,3,1137.73,2023-02-07,App,North
5429,6599,272,2,714.07,2023-08-04,Web,South
5430,4622,351,1,4423.71,2022-03-03,In-store,East
5431,6089,28,3,247.91,2023-01-20,Web,West
5432,4444,37,2,3822.96,2023-10-12,Web,East
5433,1453,859,2,2212.38,2022-10-31,Web,East
5434,2454,566,2,112.66,2022-07-20,App,South
5435,5500,631,4,2300.38,2022-03-12,App,North
5436,5181,395,4,4890.04,2022-07-07,In-store,South
5437,6674,725,1,2304.71,2022-03-05,App,East
5438,2988,293,1,1437.06,2023-04-05,Web,South
5439,2790,422,3,4608.28,2023-04-01,App,South
5440,201,249,3,494.3,2022-03-24,Web,North
5441,7826,418,4,3808.48,2022-03-22,In-store,North
5442,6201,662,1,1310.45,2022-01-19,App,North
5443,8975,970,1,3569.44,2023-05-16,In-store,South
5444,2761,951,2,779.78,2023-12-24,In-store,South
5445,5226,644,4,335.96,2023-11-04,In-store,North
5446,4922,556,2,3434.4,2022-08-22,In-store,West
5447,3714,645,4,1949.49,2023-05-27,App,West
5448,5653,471,2,4948.01,2023-04-16,Web,East
5449,9131,255,4,2851.0,2022-08-20,App,West
5450,3117,208,2,366.89,2023-03-09,In-store,South
5451,3618,184,2,791.73,2023-07-20,Web,South
5452,5191,403,2,4503.88,2023-02-28,Web,North
5453,8956,15,4,446.59,2022-04-16,In-store,West
5454,2895,307,2,2741.65,2022-11-26,Web,East
5455,9447,153,4,185.16,2022-03-22,In-store,East
5456,4620,204,2,3618.28,2022-01-08,Web,South
5457,7291,993,2,787.53,2023-06-21,App,East
5458,9991,362,2,981.56,2023-04-04,Web,West
5459,5189,72,2,1485.15,2022-03-20,In-store,South
5460,4967,693,1,114.61,2022-02-23,Web,South
5461,9462,67,2,2669.09,2022-05-03,Web,East
5462,7541,172,3,4856.96,2023-05-30,In-store,South
5463,4194,487,3,3505.24,2022-02-18,App,East
5464,5442,500,1,4767.47,2022-02-23,Web,North
5465,8905,806,1,739.09,2023-05-23,App,South
5466,8866,701,1,1281.11,2022-05-30,App,East
5467,4605,581,4,1802.79,2022-06-17,Web,East
5468,9134,46,3,3738.52,2022-04-19,In-store,East
5469,943,103,1,4980.21,2023-08-24,App,East
5470,4472,751,1,4296.44,2022-05-26,In-store,South
5471,3744,624,2,2971.84,2022-07-17,In-store,North
5472,6284,828,3,2965.28,2022-08-31,Web,South
5473,3837,32,3,3874.35,2022-07-07,In-store,South
5474,2429,764,1,1023.59,2023-01-28,App,North
5475,9382,919,1,4131.77,2022-06-28,App,North
5476,3625,403,3,3718.7,2023-05-27,Web,East
5477,9445,539,2,434.88,2022-04-10,App,East
5478,7392,469,2,303.71,2022-10-22,App,North
5479,7928,290,3,856.65,2023-08-26,In-store,East
5480,1910,322,1,3301.52,2023-04-20,App,West
5481,2675,117,1,4774.16,2023-11-08,App,East
5482,3325,821,3,646.87,2023-10-02,In-store,South
5483,5834,649,3,3083.61,2022-12-26,In-store,East
5484,2603,671,1,3014.41,2022-12-27,Web,East
5485,5798,824,3,933.0,2022-06-08,In-store,East
5486,155,352,3,1389.29,2022-03-01,App,North
5487,2675,376,3,2742.43,2022-12-10,In-store,South
5488,4504,586,3,1744.87,2022-12-27,In-store,East
5489,1528,932,1,875.03,2023-12-28,In-store,East
5490,626,409,1,2205.27,2022-09-25,App,South
5491,686,897,4,539.48,2022-08-31,App,East
5492,9658,726,1,2943.61,2023-08-15,App,West
5493,5210,901,4,807.43,2022-11-15,Web,East
5494,870,563,2,3671.31,2023-10-06,In-store,North
5495,3078,161,1,2780.75,2022-11-17,App,East
5496,905,949,3,485.47,2022-10-06,Web,North
5497,2023,849,2,1191.67,2023-03-25,Web,South
5498,1243,470,2,2203.1,2023-11-30,In-store,West
5499,2712,979,2,2032.93,2022-05-29,App,West
5500,1295,701,4,4145.4,2022-08-19,Web,East
5501,5938,931,3,3176.0,2022-12-08,In-store,East
5502,9056,931,3,4445.05,2023-11-28,Web,South
5503,1557,236,2,2801.51,2022-12-02,App,South
5504,2303,595,2,1641.76,2023-06-14,In-store,East
5505,737,795,2,255.8,2022-09-01,App,East
5506,779,139,2,1134.82,2022-01-26,In-store,South
5507,5526,234,3,1360.97,2023-12-02,Web,South
5508,5834,540,4,546.43,2022-08-21,Web,North
5509,7526,138,1,2697.19,2023-08-29,App,South
5510,9607,803,2,3225.46,2023-10-26,In-store,East
5511,4785,274,2,347.08,2022-06-22,Web,South
5512,8036,133,2,1791.54,2022-10-22,App,North
5513,4737,390,2,234.31,2023-06-21,In-store,West
5514,8001,854,4,3670.9,2023-05-05,App,North
5515,6591,670,4,2545.83,2023-08-21,App,East
5516,6795,338,3,3491.0,2023-09-09,In-store,East
5517,4733,493,1,3133.1,2022-10-09,Web,South
5518,522,833,2,4285.47,2022-08-03,In-store,East
5519,5698,708,4,4401.6,2022-03-31,In-store,North
5520,2848,190,1,2841.27,2022-07-29,In-store,South
5521,4112,362,2,2364.65,2023-04-04,Web,East
5522,6395,176,1,4956.38,2022-02-05,App,West
5523,8423,624,1,1045.73,2023-09-28,App,East
5524,7421,152,1,3233.08,2022-08-19,App,West
5525,8120,593,3,3138.14,2022-08-03,In-store,East
5526,6750,683,2,4788.84,2022-06-20,In-store,West
5527,519,887,4,561.99,2023-07-16,In-store,East
5528,8676,853,1,4743.73,2023-12-24,Web,North
5529,3852,200,2,3844.23,2023-03-22,Web,North
5530,6856,494,2,732.58,2023-05-18,Web,North
5531,5005,274,4,1056.92,2023-11-22,In-store,North
5532,5545,161,4,1449.59,2023-02-03,Web,East
5533,9226,606,3,3417.8,2022-07-12,In-store,South
5534,8958,521,3,3767.72,2023-04-10,Web,West
5535,3361,692,3,3711.72,2023-06-13,Web,South
5536,6053,11,1,3297.48,2022-05-06,App,South
5537,6759,452,4,757.08,2022-08-22,Web,North
5538,988,514,3,310.33,2022-02-28,Web,West
5539,8208,795,1,1458.78,2022-01-29,App,West
5540,7496,402,2,3042.85,2022-08-19,In-store,South
5541,7093,357,2,1830.45,2023-12-09,In-store,East
5542,9763,674,4,4264.12,2022-01-05,In-store,South
5543,4428,438,3,4123.48,2022-07-01,App,North
5544,79,11,2,1167.87,2022-11-09,Web,East
5545,1819,247,1,3329.51,2023-09-10,App,East
5546,9237,450,4,4168.44,2023-08-29,App,East
5547,9804,287,1,4510.14,2023-10-05,Web,West
5548,432,940,3,2194.52,2022-09-22,In-store,South
5549,8805,56,3,4545.86,2022-02-25,App,East
5550,4351,345,4,3729.7,2023-08-08,Web,North
5551,8464,234,4,1553.25,2023-02-05,App,East
5552,4432,147,3,1773.11,2023-09-03,App,East
5553,8950,288,3,780.63,2023-09-03,App,South
5554,4304,420,4,1957.81,2023-06-01,Web,South
5555,8306,583,3,1884.2,2023-09-24,Web,North
5556,5152,654,2,3159.12,2022-01-08,App,North
5557,5017,379,3,1603.46,2023-02-20,In-store,West
5558,1963,685,2,2162.53,2022-01-17,Web,South
5559,3066,257,3,744.5,2022-04-12,App,West
5560,3949,180,4,3683.41,2022-04-26,App,North
5561,7672,801,2,299.55,2022-02-26,In-store,West
5562,9026,162,3,3767.8,2023-10-12,Web,North
5563,7107,912,2,972.59,2023-02-26,In-store,East
5564,929,863,4,4907.0,2023-07-05,In-store,North
5565,5423,121,3,4945.27,2023-08-18,In-store,North
5566,2916,642,3,4970.24,2023-09-03,App,North
5567,9536,190,4,163.88,2022-03-24,In-store,South
5568,5388,844,1,1163.06,2022-09-26,Web,East
5569,9390,19,1,2812.38,2023-07-09,In-store,West
5570,198,399,2,3696.66,2022-10-29,App,West
5571,9049,464,4,4097.01,2023-01-15,In-store,West
5572,4398,784,2,763.59,2023-03-28,Web,South
5573,4501,924,3,4293.18,2023-12-30,App,North
5574,6866,971,3,3524.94,2022-03-30,In-store,East
5575,9186,646,3,1520.25,2023-06-27,App,South
5576,846,795,3,141.04,2023-10-28,Web,North
5577,6291,721,1,4574.96,2023-11-20,In-store,East
5578,1748,935,3,1071.2,2022-01-16,Web,West
5579,5508,907,1,1886.21,2022-06-06,Web,East
5580,4966,653,4,4265.63,2023-02-08,Web,West
5581,9760,496,4,3350.01,2022-01-10,Web,West
5582,346,589,4,749.52,2023-04-29,In-store,East
5583,156,328,2,4898.58,2022-11-21,In-store,South
5584,5562,25,2,1665.04,2022-02-22,App,East
5585,7370,681,1,3014.36,2022-05-17,App,West
5586,5033,636,2,3177.85,2022-05-30,App,East
5587,8334,165,3,2881.48,2023-06-17,App,West
5588,104,270,2,2939.41,2023-11-19,In-store,West
5589,1239,917,2,1288.77,2022-12-15,In-store,North
5590,7477,555,1,4803.95,2023-10-01,Web,North
5591,4204,300,4,2489.24,2023-01-24,App,East
5592,3532,980,2,787.64,2023-10-17,Web,North
5593,3876,468,3,4262.71,2022-11-21,Web,South
5594,8116,298,3,820.9,2023-09-29,Web,West
5595,1253,923,1,4326.3,2022-07-15,In-store,West
5596,7080,33,1,2844.69,2023-07-26,Web,South
5597,7110,927,4,315.13,2023-08-12,App,East
5598,8400,656,3,701.25,2023-01-28,Web,South
5599,5641,647,2,4723.23,2023-12-29,Web,North
5600,1763,376,2,726.9,2022-12-31,In-store,South
5601,8910,528,1,2974.9,2022-02-22,App,West
5602,1429,46,3,1638.0,2023-03-02,In-store,North
5603,4277,516,3,4006.59,2023-09-03,Web,South
5604,8006,515,3,3992.28,2023-09-11,Web,West
5605,641,350,3,4007.28,2022-10-22,In-store,East
5606,1823,275,2,1117.03,2023-07-26,App,East
5607,5805,347,2,3584.79,2022-02-13,In-store,East
5608,3049,285,4,547.47,2023-02-22,In-store,North
5609,3228,503,4,475.4,2023-04-22,Web,East
5610,1920,502,1,2103.49,2022-05-19,In-store,West
5611,9603,881,1,3026.61,2023-10-24,In-store,South
5612,8663,236,1,1634.34,2023-08-05,App,North
5613,5800,849,3,1596.0,2023-01-31,App,East
5614,4100,577,1,466.65,2022-02-09,Web,South
5615,6138,277,1,1060.36,2022-01-18,Web,North
5616,6342,737,2,3089.7,2022-09-22,App,West
5617,7564,183,3,3437.57,2022-09-30,App,East
5618,9594,601,1,4546.93,2022-01-21,App,West
5619,9690,523,1,1936.35,2022-04-16,In-store,East
5620,9913,611,4,1258.62,2022-01-31,Web,East
5621,579,420,3,3624.27,2023-04-30,In-store,South
5622,5005,39,1,3399.72,2023-08-23,App,South
5623,2601,562,2,1449.08,2022-02-28,App,West
5624,8935,796,4,3867.34,2022-04-07,App,West
5625,5783,20,4,1084.39,2023-08-17,App,West
5626,4271,679,1,1804.48,2023-03-14,App,North
5627,2031,491,2,1301.55,2023-06-01,In-store,West
5628,5860,409,4,3282.03,2023-10-01,App,West
5629,3108,895,2,2509.34,2023-03-01,In-store,North
5630,7182,765,3,3696.41,2022-10-17,App,North
5631,2229,174,3,626.97,2023-08-18,In-store,South
5632,3265,712,3,1358.03,2022-07-17,App,East
5633,1735,800,1,2477.02,2023-05-20,App,North
5634,4944,959,3,378.05,2022-08-01,App,East
5635,5024,212,4,3683.23,2022-03-02,App,West
5636,4110,880,4,1482.01,2022-08-07,Web,North
5637,9647,882,2,3058.57,2023-09-27,Web,North
5638,2127,300,1,4516.7,2022-10-10,Web,North
5639,3956,937,4,1340.83,2023-11-09,Web,West
5640,8193,596,4,3759.18,2023-12-31,Web,South
5641,5084,249,2,3204.06,2022-09-06,Web,North
5642,6931,9,2,980.44,2023-06-22,In-store,West
5643,8839,373,3,3694.39,2023-10-20,In-store,West
5644,6610,461,4,400.19,2022-03-04,In-store,South
5645,7679,38,2,2642.36,2022-10-23,App,West
5646,708,470,2,682.48,2023-06-24,In-store,North
5647,8795,124,4,3463.83,2022-03-10,In-store,East
5648,2832,862,3,1590.32,2023-10-17,Web,West
5649,3662,549,2,4048.82,2023-09-27,Web,North
5650,4110,298,1,2498.55,2022-09-27,App,South
5651,2091,151,4,494.59,2022-07-16,App,North
5652,1099,75,2,3030.21,2022-06-07,In-store,South
5653,1951,206,2,163.87,2022-01-30,App,East
5654,3379,656,2,1539.69,2022-05-23,Web,North
5655,3825,39,3,1417.65,2022-04-18,Web,North
5656,2883,476,4,4904.63,2022-02-26,Web,West
5657,6224,310,2,1294.83,2022-11-20,Web,East
5658,2011,893,2,3415.92,2023-12-14,Web,East
5659,494,626,4,1359.98,2022-03-13,In-store,East
5660,8114,104,2,489.43,2023-06-21,Web,North
5661,1852,155,2,408.03,2023-08-16,Web,North
5662,5379,686,3,4638.11,2022-09-30,Web,North
5663,6648,458,3,573.12,2022-10-22,In-store,West
5664,7496,814,2,4174.01,2022-12-16,In-store,West
5665,4944,532,2,2763.5,2022-10-07,Web,West
5666,4637,347,2,2217.13,2022-12-04,App,East
5667,7389,854,4,4985.33,2023-03-06,Web,West
5668,6751,429,3,4466.0,2022-07-04,In-store,South
5669,4842,288,2,1269.4,2022-06-11,App,East
5670,9611,288,1,3034.72,2022-04-13,In-store,South
5671,5792,631,3,874.26,2023-12-23,Web,North
5672,8433,177,3,3028.3,2023-08-09,Web,East
5673,2401,998,4,716.83,2022-10-11,App,West
5674,7518,303,2,3173.8,2023-11-02,In-store,South
5675,8286,40,2,4865.72,2023-05-01,In-store,South
5676,3399,5,4,2950.35,2022-08-23,App,East
5677,9936,958,2,715.72,2023-05-30,In-store,South
5678,4011,104,4,4019.05,2022-04-14,In-store,East
5679,4149,502,1,1727.62,2023-08-27,In-store,South
5680,3969,503,4,560.43,2022-11-17,In-store,West
5681,9661,777,4,3313.07,2022-03-25,Web,North
5682,2678,455,4,4169.79,2022-02-21,In-store,West
5683,2406,658,2,2465.53,2023-07-27,In-store,West
5684,7647,942,3,4664.99,2022-02-11,Web,East
5685,1276,744,3,3443.68,2023-01-15,App,East
5686,7316,1,2,3163.3,2022-11-09,App,North
5687,9262,241,3,1832.99,2022-06-30,App,East
5688,1142,378,4,1629.07,2023-01-28,App,North
5689,1567,134,1,1486.34,2023-01-25,App,North
5690,7381,718,1,4794.96,2022-09-16,App,East
5691,6298,728,1,3287.25,2022-03-30,In-store,West
5692,7615,506,2,3011.39,2022-12-20,Web,North
5693,9108,721,3,1669.66,2023-06-28,In-store,North
5694,5433,593,3,1833.5,2023-12-12,Web,West
5695,4537,236,3,1467.48,2023-01-10,Web,West
5696,5274,533,3,867.72,2023-09-27,Web,West
5697,3857,368,2,4607.82,2022-06-01,In-store,South
5698,2905,803,3,2953.65,2022-03-13,App,South
5699,5989,186,4,3692.81,2023-03-14,Web,South
5700,6299,890,2,2428.36,2022-04-09,App,South
5701,5657,817,4,379.09,2022-12-19,In-store,West
5702,9994,738,3,2402.62,2023-06-26,Web,North
5703,3794,205,1,307.31,2022-09-15,In-store,West
5704,1661,142,2,4736.61,2022-09-24,In-store,North
5705,7853,580,2,1779.98,2023-09-16,Web,West
5706,6094,382,3,854.55,2023-06-19,App,South
5707,6458,984,4,1212.33,2023-07-04,App,West
5708,1619,134,4,4565.01,2023-04-01,App,North
5709,594,404,3,1115.37,2022-11-15,Web,East
5710,2071,864,4,751.8,2023-09-30,App,South
5711,648,535,3,3124.83,2022-10-21,Web,East
5712,1330,233,4,561.49,2022-09-23,Web,West
5713,1424,14,1,2412.97,2022-03-27,Web,North
5714,5931,342,4,3424.41,2022-04-30,App,South
5715,9073,721,1,787.44,2023-12-22,In-store,East
5716,7026,360,2,3917.26,2022-04-05,Web,West
5717,1235,819,2,2200.93,2022-08-19,App,South
5718,9810,373,2,3587.16,2022-06-18,In-store,South
5719,5678,770,4,1341.97,2022-11-10,In-store,West
5720,1457,177,4,2240.61,2023-07-13,App,South
5721,5480,263,1,2434.4,2022-10-09,In-store,East
5722,2831,739,2,1549.03,2022-11-16,In-store,West
5723,9265,100,2,3976.6,2023-02-04,In-store,South
5724,3733,690,2,970.35,2022-12-21,Web,South
5725,7755,142,3,3349.57,2022-02-19,In-store,West
5726,7389,532,4,4668.73,2022-03-21,Web,West
5727,6880,220,4,4204.86,2023-02-13,Web,East
5728,7174,909,1,3844.11,2023-01-08,Web,East
5729,1079,313,4,799.7,2023-08-22,Web,West
5730,7183,249,4,3818.47,2023-05-14,In-store,South
5731,4619,177,2,1935.55,2022-07-31,Web,North
5732,5503,748,4,606.45,2023-09-08,In-store,West
5733,5496,455,2,3519.28,2022-02-27,Web,West
5734,4915,963,1,423.33,2022-04-01,App,South
5735,5797,133,4,1968.49,2022-04-10,App,West
5736,7353,949,3,4313.0,2023-04-26,In-store,East
5737,88,948,2,3464.15,2022-03-06,App,West
5738,5875,865,3,2634.6,2023-04-16,In-store,South
5739,4452,430,2,4424.17,2023-12-26,Web,West
5740,1089,827,4,3772.31,2022-06-25,Web,East
5741,654,521,2,2401.88,2022-07-27,App,South
5742,3110,53,2,3760.8,2023-01-29,App,West
5743,1398,603,3,4427.68,2023-04-24,In-store,South
5744,4761,271,1,804.28,2022-04-18,Web,South
5745,2428,738,1,1081.16,2022-04-06,Web,North
5746,2085,850,3,3657.05,2022-05-05,App,North
5747,8931,772,2,934.3,2023-12-27,In-store,West
5748,3000,418,3,915.92,2022-10-28,App,West
5749,4430,318,1,3315.62,2022-12-29,In-store,West
5750,2467,749,1,2723.86,2023-06-16,In-store,North
5751,881,213,1,3808.33,2022-11-21,In-store,East
5752,7951,722,2,1662.39,2022-05-30,App,West
5753,6738,820,1,3081.43,2022-08-13,App,South
5754,9729,164,4,4493.79,2022-08-07,App,West
5755,6596,611,3,4526.96,2023-12-06,App,South
5756,5037,698,2,3300.33,2023-11-19,App,South
5757,8632,71,1,214.32,2023-03-05,In-store,East
5758,2047,226,1,2689.38,2022-05-27,Web,North
5759,2195,942,2,433.7,2023-06-13,In-store,East
5760,9078,421,1,4949.83,2023-05-07,Web,East
5761,8490,706,2,4985.43,2023-08-29,In-store,East
5762,6514,425,2,668.38,2022-10-21,App,North
5763,894,848,1,2335.2,2023-05-17,App,West
5764,7401,412,2,4319.73,2022-04-15,In-store,South
5765,660,310,2,668.77,2022-03-20,App,West
5766,124,252,3,2806.14,2022-06-17,Web,North
5767,248,158,1,1078.42,2023-06-25,App,West
5768,9678,543,4,2479.8,2022-05-21,App,East
5769,1406,8,1,1091.28,2022-10-25,In-store,South
5770,7104,998,2,2698.46,2022-09-11,Web,West
5771,1130,99,1,2116.71,2023-07-17,App,West
5772,4774,967,3,2029.93,2023-05-02,App,West
5773,9666,850,3,885.76,2022-11-29,In-store,North
5774,6714,944,3,3333.02,2022-10-26,Web,North
5775,2528,228,3,444.23,2023-12-31,In-store,West
5776,7026,186,1,4675.93,2023-06-01,App,East
5777,469,85,2,389.25,2023-04-10,App,East
5778,6510,772,2,2116.45,2022-09-24,App,East
5779,6902,608,3,1505.21,2022-03-28,In-store,West
5780,5022,592,3,2803.32,2023-04-23,App,West
5781,1919,274,3,222.03,2022-03-12,App,East
5782,8531,994,1,2251.11,2022-05-14,App,West
5783,7464,790,2,3793.16,2023-09-05,App,South
5784,3698,283,4,4055.3,2022-09-18,App,North
5785,3834,76,2,4677.89,2022-05-12,Web,North
5786,4451,32,4,631.03,2022-02-22,In-store,North
5787,5188,455,2,2814.88,2023-05-12,In-store,North
5788,6293,808,1,2066.78,2022-01-20,Web,South
5789,246,870,3,3272.15,2022-11-07,In-store,North
5790,5796,236,3,4176.33,2023-09-03,Web,West
5791,9179,957,3,3037.53,2023-02-04,App,East
5792,8839,232,2,1222.19,2023-09-16,In-store,South
5793,7037,842,1,1674.37,2022-01-22,In-store,East
5794,8636,164,1,4473.56,2023-04-17,App,East
5795,5304,266,1,3390.49,2022-01-18,In-store,West
5796,8479,455,2,3020.58,2023-01-30,Web,South
5797,6840,883,3,781.93,2023-07-22,In-store,East
5798,9041,131,2,1772.56,2022-05-09,App,South
5799,9701,76,1,1683.01,2023-05-13,In-store,North
5800,335,224,4,226.89,2022-03-26,In-store,East
5801,887,575,1,4654.05,2023-04-18,In-store,North
5802,4268,371,3,1724.98,2023-07-15,Web,South
5803,875,350,4,603.15,2022-07-21,App,East
5804,2567,906,3,2520.45,2022-07-13,App,West
5805,1331,661,2,2298.63,2023-11-17,Web,South
5806,1774,934,1,4265.23,2023-12-31,Web,West
5807,8092,20,2,4019.11,2023-09-15,App,North
5808,3754,15,1,3930.0,2022-09-21,App,East
5809,4507,405,1,4668.18,2023-12-11,App,West
5810,1445,863,1,1935.29,2022-07-07,App,South
5811,6631,403,2,2988.46,2022-08-30,In-store,North
5812,7974,648,1,3380.78,2022-01-13,App,East
5813,4596,426,4,2413.67,2022-05-01,In-store,South
5814,568,790,3,1294.92,2022-01-19,Web,South
5815,9890,622,3,4505.18,2022-08-09,Web,North
5816,4765,628,4,4513.56,2022-07-27,In-store,East
5817,6637,494,2,3861.84,2023-03-12,In-store,North
5818,5808,332,1,1795.97,2023-09-22,App,South
5819,9293,273,3,113.95,2022-11-05,In-store,South
5820,46,362,3,2506.87,2023-03-25,In-store,West
5821,2807,12,1,2670.51,2022-06-10,App,East
5822,9731,637,4,2490.97,2023-05-26,Web,North
5823,2784,607,1,572.81,2023-02-09,App,South
5824,7127,499,3,3960.66,2022-05-31,App,South
5825,761,893,3,2707.48,2022-11-19,App,North
5826,6221,831,3,1186.8,2022-09-03,Web,West
5827,6129,840,4,4786.85,2023-07-09,App,West
5828,1513,254,3,1580.18,2022-02-17,In-store,North
5829,5351,955,1,1971.42,2022-12-02,In-store,East
5830,661,560,2,2066.89,2022-10-11,In-store,South
5831,6251,210,1,2066.98,2022-03-23,Web,West
5832,698,756,2,3249.34,2023-06-27,App,South
5833,7967,27,1,1491.03,2023-08-08,App,South
5834,9223,448,1,4526.62,2023-02-09,App,South
5835,825,874,2,2906.75,2022-08-20,In-store,South
5836,979,117,3,4411.53,2023-11-08,In-store,South
5837,5462,575,3,4595.18,2022-10-24,Web,West
5838,9496,427,1,3866.66,2023-06-12,App,West
5839,1725,198,2,1293.92,2023-08-21,In-store,North
5840,6221,156,4,1715.74,2023-06-12,In-store,South
5841,6268,126,3,1223.1,2022-12-14,In-store,West
5842,2332,157,1,2338.66,2023-08-17,Web,East
5843,6989,402,4,2603.89,2023-07-17,App,West
5844,3830,619,1,1759.05,2022-12-08,Web,East
5845,6752,302,1,4374.85,2023-09-16,In-store,East
5846,8749,494,3,2038.2,2022-11-02,App,North
5847,9315,87,4,3550.88,2023-07-02,App,East
5848,8056,825,1,4185.96,2023-12-07,In-store,North
5849,2116,740,1,888.79,2023-03-05,In-store,West
5850,2126,10,3,3603.08,2022-08-03,In-store,East
