customer_id,feedback_text,sentiment_score,tone_label
7456,Terrible experience,5,Positive
7414,Product quality average,4,Positive
4370,Not satisfied,4,Positive
2731,Fast delivery,1,Negative
1162,Loved it!,3,Neutral
3704,Product quality average,5,Positive
6912,Product quality average,3,Neutral
8930,Great product!,2,Negative
852,Poor packaging,2,Negative
3606,Fast delivery,2,Negative
1407,Fast delivery,2,Negative
918,Loved it!,1,Negative
1300,Poor packaging,4,Positive
3361,Great product!,3,Neutral
4827,Fast delivery,4,Positive
3608,Loved it!,3,Neutral
9741,Great product!,2,Negative
9989,Poor packaging,2,Negative
2856,Great product!,3,Neutral
4220,Excellent service,4,Positive
255,Poor packaging,1,Negative
8584,Loved it!,3,Neutral
5245,Great product!,3,Neutral
6487,Excellent service,4,Positive
2079,Great product!,4,Positive
2750,Excellent service,4,Positive
7430,Poor packaging,1,Negative
6139,Terrible experience,3,Neutral
6930,Not satisfied,2,Negative
5951,Great product!,2,Negative
5567,Not satisfied,4,Positive
5688,Poor packaging,5,Positive
3785,Excellent service,2,Negative
1974,Terrible experience,2,Negative
168,Great product!,5,Positive
5062,Terrible experience,4,Positive
5545,Excellent service,5,Positive
1976,Fast delivery,4,Positive
7001,Excellent service,4,Positive
2581,Terrible experience,1,Negative
1656,Poor packaging,3,Neutral
6965,Not satisfied,1,Negative
6748,Poor packaging,4,Positive
7095,Terrible experience,2,Negative
3869,Not satisfied,2,Negative
6628,Excellent service,1,Negative
9560,Product quality average,2,Negative
2042,Terrible experience,3,Neutral
9653,Poor packaging,3,Neutral
1386,Excellent service,5,Positive
30,Product quality average,4,Positive
5118,Fast delivery,5,Positive
1656,Great product!,5,Positive
7907,Terrible experience,1,Negative
2685,Not satisfied,4,Positive
9839,Excellent service,1,Negative
3949,Great product!,2,Negative
3333,Product quality average,2,Negative
6505,Great product!,3,Neutral
1197,Excellent service,1,Negative
2203,Terrible experience,1,Negative
5391,Fast delivery,2,Negative
2838,Terrible experience,5,Positive
2588,Poor packaging,5,Positive
6390,Fast delivery,3,Neutral
5147,Product quality average,1,Negative
330,Great product!,3,Neutral
3197,Terrible experience,3,Neutral
498,Excellent service,4,Positive
8964,Product quality average,1,Negative
9324,Not satisfied,5,Positive
5174,Poor packaging,3,Neutral
5453,Great product!,1,Negative
4804,Excellent service,5,Positive
9926,Poor packaging,4,Positive
8032,Great product!,5,Positive
9342,Great product!,2,Negative
8787,Product quality average,3,Neutral
414,Product quality average,2,Negative
5301,Great product!,3,Neutral
4373,Not satisfied,3,Neutral
5481,Excellent service,2,Negative
4229,Fast delivery,5,Positive
8489,Poor packaging,1,Negative
9609,Terrible experience,4,Positive
3842,Not satisfied,5,Positive
7261,Great product!,4,Positive
3603,Great product!,4,Positive
2537,Terrible experience,1,Negative
4412,Product quality average,2,Negative
7493,Great product!,1,Negative
3367,Loved it!,5,Positive
3374,Great product!,3,Neutral
5894,Excellent service,4,Positive
5851,Not satisfied,3,Neutral
6275,Excellent service,1,Negative
8135,Poor packaging,3,Neutral
4099,Loved it!,5,Positive
5040,Great product!,3,Neutral
9062,Excellent service,5,Positive
6786,Not satisfied,5,Positive
9476,Loved it!,1,Negative
5939,Excellent service,1,Negative
5855,Product quality average,5,Positive
2596,Product quality average,5,Positive
2832,Great product!,3,Neutral
9887,Loved it!,4,Positive
45,Poor packaging,2,Negative
6748,Fast delivery,5,Positive
368,Not satisfied,1,Negative
4469,Loved it!,1,Negative
1692,Terrible experience,5,Positive
4185,Product quality average,1,Negative
9214,Product quality average,2,Negative
7914,Excellent service,5,Positive
6396,Loved it!,4,Positive
5017,Terrible experience,2,Negative
1159,Loved it!,5,Positive
2469,Not satisfied,1,Negative
8733,Poor packaging,3,Neutral
8218,Not satisfied,5,Positive
389,Great product!,2,Negative
2009,Great product!,3,Neutral
9629,Poor packaging,3,Neutral
2886,Loved it!,3,Neutral
3095,Fast delivery,4,Positive
4616,Excellent service,3,Neutral
4242,Loved it!,5,Positive
7814,Loved it!,2,Negative
4996,Great product!,5,Positive
2096,Loved it!,2,Negative
5636,Great product!,2,Negative
641,Terrible experience,3,Neutral
4061,Poor packaging,4,Positive
7972,Terrible experience,1,Negative
7716,Loved it!,5,Positive
5398,Poor packaging,4,Positive
1606,Poor packaging,4,Positive
5249,Excellent service,1,Negative
4554,Excellent service,5,Positive
7535,Poor packaging,5,Positive
1858,Loved it!,1,Negative
3349,Loved it!,3,Neutral
8927,Excellent service,4,Positive
1074,Terrible experience,3,Neutral
8545,Not satisfied,5,Positive
2327,Fast delivery,4,Positive
9035,Loved it!,5,Positive
9009,Fast delivery,2,Negative
3120,Excellent service,1,Negative
7417,Terrible experience,3,Neutral
9533,Product quality average,3,Neutral
5608,Not satisfied,3,Neutral
4179,Fast delivery,3,Neutral
3933,Fast delivery,4,Positive
4394,Poor packaging,5,Positive
7486,Product quality average,2,Negative
6414,Not satisfied,1,Negative
1841,Product quality average,3,Neutral
8115,Great product!,3,Neutral
2540,Product quality average,3,Neutral
2096,Fast delivery,2,Negative
8060,Loved it!,1,Negative
1115,Not satisfied,2,Negative
8292,Loved it!,1,Negative
1734,Terrible experience,4,Positive
9415,Fast delivery,5,Positive
7278,Fast delivery,1,Negative
3972,Fast delivery,3,Neutral
6280,Product quality average,3,Neutral
2368,Not satisfied,2,Negative
3504,Fast delivery,5,Positive
4255,Terrible experience,5,Positive
4633,Terrible experience,3,Neutral
3753,Fast delivery,2,Negative
5137,Poor packaging,3,Neutral
2871,Fast delivery,3,Neutral
9987,Not satisfied,1,Negative
300,Excellent service,1,Negative
4103,Great product!,4,Positive
5980,Not satisfied,1,Negative
1859,Terrible experience,3,Neutral
9684,Loved it!,5,Positive
9902,Fast delivery,4,Positive
1784,Poor packaging,1,Negative
6962,Great product!,3,Neutral
4438,Terrible experience,5,Positive
5918,Excellent service,3,Neutral
482,Terrible experience,1,Negative
7871,Great product!,5,Positive
2500,Not satisfied,2,Negative
8216,Not satisfied,3,Neutral
6707,Fast delivery,2,Negative
2199,Loved it!,4,Positive
3297,Poor packaging,4,Positive
759,Product quality average,2,Negative
5611,Terrible experience,2,Negative
9228,Poor packaging,1,Negative
7668,Loved it!,2,Negative
9842,Loved it!,1,Negative
9555,Excellent service,3,Neutral
2400,Poor packaging,2,Negative
9317,Poor packaging,1,Negative
5972,Not satisfied,1,Negative
7059,Terrible experience,4,Positive
8557,Product quality average,3,Neutral
3921,Product quality average,3,Neutral
9672,Loved it!,2,Negative
7535,Terrible experience,4,Positive
2606,Excellent service,3,Neutral
7229,Great product!,3,Neutral
3584,Great product!,1,Negative
2862,Terrible experience,1,Negative
8068,Terrible experience,3,Neutral
1124,Product quality average,5,Positive
7771,Fast delivery,4,Positive
3046,Poor packaging,1,Negative
1558,Great product!,5,Positive
450,Excellent service,5,Positive
3275,Not satisfied,4,Positive
5562,Poor packaging,3,Neutral
9401,Great product!,5,Positive
886,Great product!,4,Positive
9088,Not satisfied,4,Positive
4539,Excellent service,3,Neutral
5000,Great product!,1,Negative
3517,Not satisfied,2,Negative
4651,Fast delivery,1,Negative
5421,Loved it!,4,Positive
7689,Great product!,1,Negative
1314,Product quality average,2,Negative
6582,Not satisfied,2,Negative
1642,Great product!,5,Positive
2855,Product quality average,1,Negative
9188,Loved it!,1,Negative
4045,Fast delivery,5,Positive
914,Fast delivery,5,Positive
96,Excellent service,5,Positive
6898,Product quality average,3,Neutral
3184,Fast delivery,4,Positive
4322,Loved it!,4,Positive
6071,Excellent service,2,Negative
8666,Excellent service,1,Negative
5829,Great product!,5,Positive
1530,Fast delivery,1,Negative
4571,Not satisfied,5,Positive
9765,Product quality average,3,Neutral
3174,Fast delivery,5,Positive
6575,Poor packaging,5,Positive
739,Loved it!,4,Positive
6824,Poor packaging,4,Positive
8914,Great product!,3,Neutral
622,Not satisfied,4,Positive
5914,Not satisfied,5,Positive
3417,Excellent service,4,Positive
7817,Not satisfied,5,Positive
4300,Poor packaging,4,Positive
163,Loved it!,5,Positive
9193,Product quality average,4,Positive
3156,Loved it!,4,Positive
6381,Product quality average,2,Negative
365,Fast delivery,5,Positive
4387,Loved it!,2,Negative
3235,Product quality average,4,Positive
6568,Product quality average,2,Negative
6680,Product quality average,3,Neutral
1754,Fast delivery,2,Negative
2868,Fast delivery,1,Negative
486,Excellent service,3,Neutral
2635,Great product!,5,Positive
528,Great product!,4,Positive
5847,Terrible experience,4,Positive
3413,Excellent service,4,Positive
6034,Product quality average,3,Neutral
5122,Great product!,5,Positive
2803,Not satisfied,1,Negative
5987,Product quality average,1,Negative
4178,Excellent service,2,Negative
4202,Excellent service,1,Negative
867,Not satisfied,2,Negative
7767,Fast delivery,1,Negative
481,Excellent service,3,Neutral
5973,Terrible experience,2,Negative
466,Terrible experience,4,Positive
5271,Great product!,3,Neutral
1403,Product quality average,4,Positive
9287,Great product!,3,Neutral
4355,Product quality average,3,Neutral
2067,Loved it!,4,Positive
4005,Excellent service,3,Neutral
1272,Terrible experience,5,Positive
9879,Terrible experience,5,Positive
330,Fast delivery,5,Positive
1548,Terrible experience,5,Positive
6817,Loved it!,4,Positive
9897,Terrible experience,5,Positive
9084,Excellent service,2,Negative
4131,Poor packaging,1,Negative
6898,Not satisfied,5,Positive
3078,Terrible experience,2,Negative
3560,Product quality average,2,Negative
8793,Fast delivery,4,Positive
42,Loved it!,5,Positive
8172,Poor packaging,1,Negative
9387,Excellent service,3,Neutral
7091,Product quality average,2,Negative
6029,Loved it!,5,Positive
2948,Not satisfied,3,Neutral
2024,Product quality average,4,Positive
6073,Product quality average,4,Positive
105,Great product!,3,Neutral
8565,Product quality average,4,Positive
5205,Fast delivery,5,Positive
1321,Terrible experience,4,Positive
4883,Product quality average,5,Positive
7266,Excellent service,2,Negative
4243,Terrible experience,2,Negative
3111,Excellent service,4,Positive
4203,Excellent service,1,Negative
8699,Excellent service,3,Neutral
7463,Product quality average,3,Neutral
431,Not satisfied,5,Positive
8733,Great product!,5,Positive
9432,Product quality average,3,Neutral
6403,Fast delivery,3,Neutral
1780,Not satisfied,4,Positive
7222,Loved it!,2,Negative
6012,Terrible experience,5,Positive
3170,Not satisfied,4,Positive
668,Poor packaging,1,Negative
2024,Great product!,1,Negative
9737,Terrible experience,1,Negative
3139,Poor packaging,4,Positive
2576,Great product!,4,Positive
1573,Poor packaging,4,Positive
7550,Excellent service,5,Positive
6747,Fast delivery,3,Neutral
8264,Fast delivery,2,Negative
6646,Product quality average,5,Positive
2943,Fast delivery,1,Negative
4248,Not satisfied,1,Negative
8844,Great product!,3,Neutral
7441,Product quality average,1,Negative
4855,Terrible experience,4,Positive
508,Fast delivery,2,Negative
1314,Loved it!,1,Negative
9324,Excellent service,5,Positive
7529,Product quality average,2,Negative
9000,Great product!,4,Positive
7908,Great product!,2,Negative
4462,Loved it!,3,Neutral
1854,Terrible experience,2,Negative
2173,Product quality average,5,Positive
7309,Poor packaging,1,Negative
8782,Poor packaging,4,Positive
5197,Product quality average,3,Neutral
5869,Fast delivery,3,Neutral
4449,Excellent service,1,Negative
4237,Excellent service,4,Positive
190,Not satisfied,5,Positive
1879,Fast delivery,4,Positive
6578,Fast delivery,4,Positive
6145,Product quality average,3,Neutral
7568,Product quality average,2,Negative
2736,Loved it!,2,Negative
8949,Not satisfied,3,Neutral
9700,Loved it!,1,Negative
2574,Terrible experience,5,Positive
4931,Great product!,5,Positive
5304,Product quality average,2,Negative
9037,Poor packaging,4,Positive
1141,Great product!,3,Neutral
437,Poor packaging,4,Positive
7758,Excellent service,5,Positive
3342,Great product!,5,Positive
2975,Loved it!,3,Neutral
5943,Excellent service,3,Neutral
3589,Poor packaging,5,Positive
9048,Poor packaging,4,Positive
9769,Poor packaging,1,Negative
2233,Not satisfied,5,Positive
6566,Poor packaging,2,Negative
9351,Poor packaging,4,Positive
1268,Excellent service,3,Neutral
126,Excellent service,4,Positive
4627,Loved it!,5,Positive
7320,Poor packaging,3,Neutral
2528,Fast delivery,3,Neutral
8798,Poor packaging,4,Positive
1220,Great product!,4,Positive
2156,Loved it!,2,Negative
1662,Loved it!,4,Positive
1313,Not satisfied,1,Negative
9629,Poor packaging,2,Negative
3820,Great product!,4,Positive
9473,Loved it!,2,Negative
1671,Fast delivery,3,Neutral
6615,Excellent service,4,Positive
6605,Not satisfied,1,Negative
5316,Excellent service,4,Positive
5755,Excellent service,4,Positive
8428,Loved it!,1,Negative
4174,Fast delivery,4,Positive
5419,Fast delivery,4,Positive
7680,Excellent service,4,Positive
7904,Loved it!,5,Positive
6394,Terrible experience,4,Positive
1863,Terrible experience,5,Positive
4640,Poor packaging,1,Negative
4660,Product quality average,5,Positive
8659,Great product!,1,Negative
4815,Product quality average,5,Positive
9359,Poor packaging,5,Positive
42,Not satisfied,3,Neutral
9076,Terrible experience,4,Positive
3294,Loved it!,2,Negative
7774,Fast delivery,1,Negative
8905,Poor packaging,4,Positive
5437,Product quality average,5,Positive
8503,Product quality average,5,Positive
2787,Excellent service,2,Negative
5924,Terrible experience,5,Positive
8974,Not satisfied,3,Neutral
9738,Terrible experience,2,Negative
8357,Loved it!,4,Positive
995,Product quality average,2,Negative
6486,Great product!,3,Neutral
8102,Poor packaging,3,Neutral
1045,Terrible experience,1,Negative
6372,Poor packaging,3,Neutral
7785,Poor packaging,5,Positive
5207,Fast delivery,4,Positive
5527,Loved it!,2,Negative
6804,Product quality average,5,Positive
2594,Poor packaging,4,Positive
4251,Loved it!,3,Neutral
7046,Excellent service,5,Positive
3950,Not satisfied,5,Positive
9996,Product quality average,4,Positive
2124,Terrible experience,3,Neutral
9161,Great product!,4,Positive
4482,Poor packaging,3,Neutral
9125,Terrible experience,4,Positive
5582,Excellent service,2,Negative
8666,Terrible experience,5,Positive
64,Terrible experience,1,Negative
8260,Poor packaging,5,Positive
8844,Terrible experience,3,Neutral
227,Product quality average,4,Positive
790,Fast delivery,4,Positive
1117,Not satisfied,3,Neutral
2000,Great product!,4,Positive
7390,Fast delivery,2,Negative
8782,Not satisfied,3,Neutral
9085,Excellent service,1,Negative
2913,Loved it!,3,Neutral
6961,Excellent service,2,Negative
4301,Fast delivery,5,Positive
4358,Loved it!,2,Negative
1781,Poor packaging,3,Neutral
4128,Great product!,5,Positive
9035,Excellent service,1,Negative
5267,Product quality average,3,Neutral
214,Terrible experience,1,Negative
7087,Fast delivery,2,Negative
493,Excellent service,3,Neutral
9529,Product quality average,2,Negative
4480,Poor packaging,4,Positive
6131,Great product!,3,Neutral
6266,Fast delivery,3,Neutral
3081,Not satisfied,5,Positive
4675,Great product!,3,Neutral
8614,Excellent service,2,Negative
2498,Fast delivery,1,Negative
9825,Not satisfied,2,Negative
3440,Terrible experience,1,Negative
8466,Product quality average,4,Positive
7630,Great product!,2,Negative
7454,Fast delivery,4,Positive
1601,Poor packaging,1,Negative
2585,Product quality average,5,Positive
6853,Excellent service,4,Positive
736,Terrible experience,1,Negative
2700,Great product!,1,Negative
882,Not satisfied,2,Negative
265,Excellent service,5,Positive
2882,Excellent service,4,Positive
3489,Fast delivery,3,Neutral
369,Not satisfied,1,Negative
9252,Excellent service,5,Positive
2127,Great product!,4,Positive
845,Not satisfied,3,Neutral
6574,Great product!,4,Positive
8597,Loved it!,4,Positive
3567,Loved it!,2,Negative
872,Excellent service,5,Positive
5452,Loved it!,2,Negative
7720,Product quality average,4,Positive
1717,Great product!,4,Positive
3885,Terrible experience,4,Positive
4336,Excellent service,1,Negative
7783,Terrible experience,2,Negative
8373,Poor packaging,4,Positive
1565,Terrible experience,4,Positive
6876,Fast delivery,3,Neutral
8473,Terrible experience,2,Negative
451,Terrible experience,1,Negative
5103,Product quality average,5,Positive
6323,Excellent service,5,Positive
1323,Great product!,5,Positive
9241,Fast delivery,2,Negative
1356,Loved it!,5,Positive
3800,Loved it!,4,Positive
9529,Product quality average,4,Positive
3713,Not satisfied,1,Negative
3919,Terrible experience,3,Neutral
1461,Poor packaging,5,Positive
6539,Product quality average,4,Positive
2229,Product quality average,1,Negative
4311,Terrible experience,2,Negative
8731,Fast delivery,4,Positive
5848,Poor packaging,3,Neutral
219,Not satisfied,3,Neutral
1320,Excellent service,5,Positive
66,Loved it!,1,Negative
1109,Poor packaging,5,Positive
861,Loved it!,3,Neutral
2910,Fast delivery,5,Positive
4847,Terrible experience,2,Negative
2519,Poor packaging,4,Positive
1523,Terrible experience,1,Negative
1468,Not satisfied,5,Positive
8939,Not satisfied,2,Negative
2143,Poor packaging,1,Negative
6661,Great product!,5,Positive
8225,Fast delivery,5,Positive
2048,Terrible experience,3,Neutral
6436,Poor packaging,5,Positive
605,Excellent service,4,Positive
7350,Terrible experience,5,Positive
2723,Not satisfied,3,Neutral
6962,Great product!,1,Negative
4646,Poor packaging,3,Neutral
2694,Not satisfied,1,Negative
4441,Poor packaging,5,Positive
4002,Great product!,3,Neutral
7517,Not satisfied,1,Negative
3475,Loved it!,2,Negative
8151,Great product!,3,Neutral
4930,Fast delivery,3,Neutral
4409,Terrible experience,3,Neutral
7038,Not satisfied,3,Neutral
6539,Fast delivery,4,Positive
2184,Great product!,4,Positive
8286,Terrible experience,4,Positive
7886,Product quality average,4,Positive
3351,Excellent service,5,Positive
1503,Great product!,2,Negative
9344,Product quality average,5,Positive
3375,Loved it!,3,Neutral
39,Poor packaging,2,Negative
2376,Great product!,1,Negative
2101,Fast delivery,2,Negative
5162,Product quality average,1,Negative
2516,Poor packaging,5,Positive
2605,Poor packaging,5,Positive
5268,Terrible experience,2,Negative
5818,Great product!,1,Negative
4958,Poor packaging,2,Negative
8923,Great product!,1,Negative
7953,Excellent service,4,Positive
7958,Poor packaging,2,Negative
5749,Excellent service,5,Positive
9167,Poor packaging,5,Positive
8393,Great product!,5,Positive
740,Not satisfied,3,Neutral
8443,Terrible experience,4,Positive
3697,Loved it!,4,Positive
1680,Fast delivery,1,Negative
1857,Loved it!,4,Positive
2414,Poor packaging,5,Positive
839,Product quality average,5,Positive
1228,Product quality average,1,Negative
5087,Fast delivery,1,Negative
6171,Product quality average,2,Negative
4967,Fast delivery,3,Neutral
7593,Fast delivery,1,Negative
1296,Poor packaging,5,Positive
4591,Product quality average,4,Positive
5016,Loved it!,4,Positive
1580,Loved it!,5,Positive
8083,Not satisfied,4,Positive
3333,Poor packaging,4,Positive
8009,Product quality average,2,Negative
2213,Excellent service,5,Positive
1513,Terrible experience,5,Positive
7025,Great product!,1,Negative
1830,Great product!,5,Positive
774,Fast delivery,2,Negative
1952,Terrible experience,5,Positive
6461,Loved it!,1,Negative
9394,Product quality average,1,Negative
3798,Excellent service,2,Negative
1122,Terrible experience,3,Neutral
702,Fast delivery,1,Negative
7649,Great product!,1,Negative
8110,Terrible experience,1,Negative
8638,Loved it!,2,Negative
1958,Product quality average,2,Negative
1049,Fast delivery,3,Neutral
1284,Not satisfied,2,Negative
2067,Great product!,4,Positive
3848,Not satisfied,2,Negative
9829,Poor packaging,4,Positive
5133,Poor packaging,2,Negative
8464,Product quality average,2,Negative
3270,Poor packaging,3,Neutral
6697,Great product!,5,Positive
2850,Great product!,1,Negative
1825,Excellent service,2,Negative
5364,Fast delivery,2,Negative
9292,Fast delivery,2,Negative
7507,Fast delivery,5,Positive
2546,Excellent service,1,Negative
8096,Great product!,4,Positive
4330,Not satisfied,5,Positive
3800,Great product!,3,Neutral
9243,Not satisfied,3,Neutral
2436,Fast delivery,1,Negative
7570,Fast delivery,1,Negative
5275,Excellent service,5,Positive
8852,Not satisfied,3,Neutral
3821,Not satisfied,5,Positive
1982,Fast delivery,2,Negative
5273,Product quality average,2,Negative
9486,Product quality average,5,Positive
5346,Loved it!,4,Positive
2570,Fast delivery,2,Negative
7862,Product quality average,1,Negative
852,Fast delivery,4,Positive
6149,Fast delivery,5,Positive
845,Excellent service,5,Positive
9107,Poor packaging,4,Positive
1757,Poor packaging,3,Neutral
225,Terrible experience,5,Positive
6592,Loved it!,2,Negative
7024,Loved it!,1,Negative
863,Excellent service,1,Negative
1282,Poor packaging,5,Positive
2156,Fast delivery,5,Positive
6276,Product quality average,5,Positive
6671,Product quality average,2,Negative
5199,Excellent service,4,Positive
2769,Loved it!,4,Positive
1694,Great product!,5,Positive
4987,Fast delivery,3,Neutral
2295,Great product!,4,Positive
7297,Loved it!,5,Positive
5167,Product quality average,3,Neutral
1575,Fast delivery,4,Positive
5617,Poor packaging,1,Negative
4213,Excellent service,4,Positive
8131,Poor packaging,4,Positive
2981,Poor packaging,5,Positive
5079,Loved it!,2,Negative
1517,Loved it!,5,Positive
9447,Product quality average,3,Neutral
1613,Great product!,5,Positive
5106,Product quality average,5,Positive
2078,Terrible experience,3,Neutral
6846,Loved it!,5,Positive
3574,Fast delivery,4,Positive
9237,Not satisfied,1,Negative
4423,Loved it!,2,Negative
3863,Excellent service,5,Positive
2331,Not satisfied,4,Positive
3604,Not satisfied,1,Negative
4676,Poor packaging,2,Negative
4561,Terrible experience,5,Positive
9045,Product quality average,3,Neutral
7062,Terrible experience,3,Neutral
7405,Poor packaging,3,Neutral
4317,Terrible experience,4,Positive
478,Excellent service,2,Negative
4957,Product quality average,3,Neutral
5947,Terrible experience,1,Negative
1503,Fast delivery,3,Neutral
2523,Excellent service,1,Negative
2351,Terrible experience,1,Negative
8785,Fast delivery,2,Negative
4527,Terrible experience,1,Negative
2109,Terrible experience,3,Neutral
838,Product quality average,4,Positive
3346,Fast delivery,5,Positive
4720,Terrible experience,5,Positive
2765,Great product!,5,Positive
1828,Not satisfied,3,Neutral
4533,Great product!,1,Negative
4274,Great product!,1,Negative
1902,Great product!,5,Positive
7654,Loved it!,3,Neutral
4762,Poor packaging,2,Negative
6041,Not satisfied,5,Positive
1080,Terrible experience,5,Positive
2043,Terrible experience,4,Positive
6725,Terrible experience,3,Neutral
4641,Product quality average,5,Positive
79,Poor packaging,4,Positive
1528,Terrible experience,2,Negative
1164,Product quality average,1,Negative
7416,Loved it!,5,Positive
7575,Fast delivery,1,Negative
4725,Excellent service,2,Negative
4148,Product quality average,3,Neutral
2718,Product quality average,4,Positive
7124,Excellent service,5,Positive
2949,Loved it!,5,Positive
5719,Great product!,1,Negative
1639,Fast delivery,3,Neutral
6835,Product quality average,2,Negative
9233,Product quality average,5,Positive
1547,Fast delivery,2,Negative
8241,Product quality average,4,Positive
9497,Excellent service,2,Negative
4438,Terrible experience,5,Positive
7367,Terrible experience,3,Neutral
7547,Terrible experience,4,Positive
7827,Terrible experience,3,Neutral
2206,Fast delivery,1,Negative
7089,Poor packaging,4,Positive
715,Not satisfied,3,Neutral
9073,Product quality average,5,Positive
4649,Not satisfied,5,Positive
3811,Excellent service,4,Positive
2529,Product quality average,4,Positive
1696,Product quality average,1,Negative
2672,Poor packaging,4,Positive
5811,Terrible experience,5,Positive
6225,Product quality average,4,Positive
8790,Product quality average,4,Positive
9558,Great product!,2,Negative
3620,Poor packaging,2,Negative
3619,Loved it!,4,Positive
1947,Great product!,2,Negative
6939,Not satisfied,4,Positive
8780,Great product!,4,Positive
1493,Not satisfied,5,Positive
7658,Not satisfied,5,Positive
385,Loved it!,5,Positive
7065,Product quality average,3,Neutral
4810,Terrible experience,4,Positive
3643,Poor packaging,5,Positive
9528,Not satisfied,1,Negative
9693,Excellent service,2,Negative
3620,Fast delivery,1,Negative
3573,Excellent service,1,Negative
9648,Not satisfied,4,Positive
3737,Fast delivery,2,Negative
8169,Not satisfied,1,Negative
4211,Fast delivery,4,Positive
9773,Poor packaging,5,Positive
1667,Product quality average,4,Positive
2237,Product quality average,1,Negative
5630,Excellent service,3,Neutral
7910,Not satisfied,2,Negative
690,Loved it!,3,Neutral
5764,Great product!,5,Positive
4235,Terrible experience,4,Positive
524,Product quality average,5,Positive
2302,Terrible experience,3,Neutral
7236,Terrible experience,4,Positive
3377,Poor packaging,4,Positive
4761,Not satisfied,1,Negative
1820,Not satisfied,3,Neutral
6815,Terrible experience,5,Positive
5015,Poor packaging,2,Negative
8493,Poor packaging,4,Positive
4477,Great product!,3,Neutral
6358,Poor packaging,5,Positive
6787,Excellent service,1,Negative
4515,Terrible experience,1,Negative
4977,Loved it!,3,Neutral
1599,Excellent service,4,Positive
6151,Excellent service,5,Positive
1606,Great product!,1,Negative
7769,Fast delivery,2,Negative
57,Loved it!,1,Negative
3910,Poor packaging,4,Positive
2782,Great product!,2,Negative
9509,Excellent service,3,Neutral
6373,Poor packaging,1,Negative
295,Product quality average,2,Negative
5714,Loved it!,4,Positive
4376,Product quality average,2,Negative
5001,Loved it!,5,Positive
6564,Not satisfied,2,Negative
6905,Excellent service,5,Positive
3329,Terrible experience,1,Negative
1129,Fast delivery,5,Positive
9249,Great product!,1,Negative
9714,Terrible experience,2,Negative
9484,Product quality average,5,Positive
3106,Product quality average,3,Neutral
1544,Terrible experience,3,Neutral
5298,Not satisfied,4,Positive
160,Excellent service,5,Positive
7908,Great product!,5,Positive
4166,Product quality average,5,Positive
7460,Fast delivery,5,Positive
9528,Product quality average,5,Positive
7209,Not satisfied,4,Positive
3290,Fast delivery,3,Neutral
151,Terrible experience,3,Neutral
8164,Poor packaging,3,Neutral
4571,Not satisfied,3,Neutral
9404,Product quality average,2,Negative
4152,Terrible experience,4,Positive
8763,Fast delivery,1,Negative
6890,Loved it!,4,Positive
5442,Not satisfied,2,Negative
5833,Not satisfied,1,Negative
7823,Poor packaging,4,Positive
2610,Product quality average,5,Positive
2734,Loved it!,4,Positive
262,Great product!,2,Negative
652,Not satisfied,5,Positive
3173,Terrible experience,4,Positive
147,Excellent service,3,Neutral
5391,Loved it!,3,Neutral
5039,Terrible experience,5,Positive
5195,Poor packaging,4,Positive
967,Not satisfied,1,Negative
3367,Not satisfied,3,Neutral
6492,Great product!,2,Negative
575,Fast delivery,5,Positive
1234,Great product!,5,Positive
7038,Product quality average,4,Positive
3429,Product quality average,1,Negative
9503,Fast delivery,2,Negative
395,Terrible experience,5,Positive
7246,Product quality average,2,Negative
1718,Poor packaging,1,Negative
8318,Fast delivery,5,Positive
9088,Terrible experience,4,Positive
7751,Fast delivery,3,Neutral
3233,Loved it!,2,Negative
2573,Great product!,3,Neutral
3283,Not satisfied,1,Negative
6665,Great product!,4,Positive
3819,Terrible experience,5,Positive
2866,Loved it!,2,Negative
105,Poor packaging,2,Negative
7881,Poor packaging,5,Positive
7918,Great product!,5,Positive
4744,Not satisfied,1,Negative
1494,Not satisfied,3,Neutral
9828,Loved it!,2,Negative
3461,Fast delivery,3,Neutral
9207,Great product!,1,Negative
6892,Terrible experience,4,Positive
3649,Excellent service,5,Positive
9014,Terrible experience,4,Positive
8379,Great product!,2,Negative
9653,Great product!,1,Negative
7986,Terrible experience,5,Positive
5659,Excellent service,4,Positive
6998,Fast delivery,1,Negative
206,Great product!,5,Positive
9612,Not satisfied,2,Negative
60,Not satisfied,2,Negative
2204,Poor packaging,5,Positive
6821,Not satisfied,1,Negative
9670,Excellent service,5,Positive
3518,Excellent service,3,Neutral
6900,Fast delivery,2,Negative
2315,Poor packaging,2,Negative
826,Poor packaging,5,Positive
4613,Product quality average,3,Neutral
1431,Product quality average,1,Negative
3587,Great product!,1,Negative
1906,Product quality average,4,Positive
7504,Loved it!,5,Positive
3763,Loved it!,4,Positive
869,Terrible experience,2,Negative
9718,Terrible experience,5,Positive
1860,Excellent service,4,Positive
1782,Fast delivery,2,Negative
5824,Terrible experience,5,Positive
8149,Terrible experience,1,Negative
7272,Terrible experience,5,Positive
481,Excellent service,4,Positive
7799,Great product!,5,Positive
1565,Terrible experience,2,Negative
1044,Great product!,3,Neutral
3976,Poor packaging,5,Positive
9968,Great product!,2,Negative
5884,Terrible experience,1,Negative
2810,Fast delivery,1,Negative
9220,Terrible experience,3,Neutral
3917,Terrible experience,5,Positive
233,Product quality average,3,Neutral
9367,Product quality average,5,Positive
4558,Loved it!,5,Positive
